target_name	acc	target_len	query_name	acc_2	query_len	full_evalue	full_score	full_bias	dom_num	of	dom_c-Evalue	dom_i-Evalue	dom_score	dom_bias	hmm_from	hmm_to	ali_from	ali_to	env_from	env_to	acc3
Phage_integrase	PF00589.22	172	EMGJPPPN_00001	-	340	9.900000000000001e-16	58.0	0.0	1	1	1.9e-19	1.7e-15	57.3	0.0	10	168	155	326	146	329	0.86
Phage_int_SAM_1	PF02899.17	84	EMGJPPPN_00001	-	340	0.0032	17.7	0.6	1	2	1.5e-06	0.013999999999999999	15.7	0.4	12	75	55	111	52	116	0.86
Phage_int_SAM_1	PF02899.17	84	EMGJPPPN_00001	-	340	0.0032	17.7	0.6	2	2	0.92	8200.0	-2.8	0.0	19	34	321	336	312	337	0.77
DNA_methylase	PF00145.17	335	EMGJPPPN_00002	-	73	0.00021	20.7	0.0	1	1	2.7e-08	0.00023999999999999998	20.6	0.0	289	332	17	60	5	62	0.89
Myb_DNA-bind_5	PF13873.6	78	EMGJPPPN_00002	-	73	0.048	13.7	0.5	1	2	1.4999999999999999e-05	0.14	12.3	0.1	53	74	4	25	1	29	0.87
Myb_DNA-bind_5	PF13873.6	78	EMGJPPPN_00002	-	73	0.048	13.7	0.5	2	2	0.15	1400.0	-0.5	0.0	41	53	39	51	37	55	0.82
DEAD	PF00270.29	176	EMGJPPPN_00005	-	1879	1.6e-07	31.3	0.0	1	2	3.1e-10	1.4e-06	28.2	0.0	4	73	108	219	105	231	0.8
DEAD	PF00270.29	176	EMGJPPPN_00005	-	1879	1.6e-07	31.3	0.0	2	2	0.11	510.0	0.3	0.0	98	170	301	386	286	390	0.64
DUF1998	PF09369.10	83	EMGJPPPN_00005	-	1879	1.4999999999999999e-05	25.7	0.1	1	2	2.7	12000.0	-2.9	0.0	33	70	672	708	662	731	0.65
DUF1998	PF09369.10	83	EMGJPPPN_00005	-	1879	1.4999999999999999e-05	25.7	0.1	2	2	1.8e-08	8.2e-05	23.3	0.1	3	83	1661	1755	1659	1755	0.72
Helicase_C	PF00271.31	111	EMGJPPPN_00005	-	1879	5.7999999999999994e-05	23.4	0.0	1	1	2.7e-08	0.00011999999999999999	22.4	0.0	64	111	1177	1224	1132	1224	0.79
DUF3039	PF11238.8	56	EMGJPPPN_00005	-	1879	0.67	9.8	3.5	1	3	2.4	11000.0	-3.7	0.0	24	37	502	515	498	519	0.77
DUF3039	PF11238.8	56	EMGJPPPN_00005	-	1879	0.67	9.8	3.5	2	3	0.16	710.0	0.1	0.1	42	55	724	737	717	738	0.72
DUF3039	PF11238.8	56	EMGJPPPN_00005	-	1879	0.67	9.8	3.5	3	3	0.00067	3.0	7.7	1.3	25	49	1471	1495	1448	1497	0.74
PDDEXK_1	PF12705.7	255	EMGJPPPN_00006	-	373	3e-10	40.5	0.0	1	1	2.1000000000000002e-14	3.7000000000000007e-10	40.1	0.0	3	255	16	265	14	265	0.59
Bse634I	PF07832.11	280	EMGJPPPN_00007	-	344	8.4e-28	97.5	0.0	1	1	1.2e-31	1.1000000000000001e-27	97.1	0.0	50	273	101	334	71	340	0.82
Prot_inhib_II	PF02428.15	51	EMGJPPPN_00007	-	344	0.16	12.4	0.1	1	1	2.9999999999999997e-05	0.27	11.7	0.1	17	39	9	29	3	37	0.77
HTH_3	PF01381.22	55	EMGJPPPN_00008	-	80	4.4000000000000005e-18	65.1	0.1	1	1	3.3e-21	5.9e-18	64.7	0.1	2	53	12	63	11	65	0.96
HTH_31	PF13560.6	64	EMGJPPPN_00008	-	80	1.3e-13	51.1	1.2	1	1	9.2e-17	1.6e-13	50.7	1.2	3	59	8	63	7	68	0.95
HTH_19	PF12844.7	65	EMGJPPPN_00008	-	80	1.8e-11	43.9	0.1	1	1	1.1e-14	2.1e-11	43.7	0.1	1	61	8	67	8	71	0.93
HTH_26	PF13443.6	63	EMGJPPPN_00008	-	80	0.00021	21.7	0.0	1	1	1.8e-07	0.00031	21.1	0.0	11	54	20	62	18	68	0.94
HTH_37	PF13744.6	80	EMGJPPPN_00008	-	80	0.00098	19.0	0.0	1	1	7.1e-07	0.0013	18.7	0.0	31	77	19	64	7	66	0.89
MarR_2	PF12802.7	62	EMGJPPPN_00008	-	80	0.0072	16.2	0.2	1	2	2.2e-05	0.04	13.8	0.1	21	41	19	39	8	42	0.84
MarR_2	PF12802.7	62	EMGJPPPN_00008	-	80	0.0072	16.2	0.2	2	2	0.35	630.0	0.4	0.0	23	34	50	61	40	74	0.66
HTH_Crp_2	PF13545.6	68	EMGJPPPN_00008	-	80	0.012	15.5	0.0	1	1	1.1e-05	0.02	14.9	0.0	17	39	15	37	1	41	0.79
HTH_25	PF13413.6	62	EMGJPPPN_00008	-	80	0.026000000000000002	14.4	0.7	1	2	6.1e-05	0.11	12.4	0.3	3	34	12	43	10	47	0.94
HTH_25	PF13413.6	62	EMGJPPPN_00008	-	80	0.026000000000000002	14.4	0.7	2	2	0.37	670.0	0.3	0.0	48	60	51	63	48	65	0.8
HTH_AsnC-type	PF13404.6	42	EMGJPPPN_00008	-	80	0.035	13.9	0.2	1	3	0.00013000000000000002	0.24	11.3	0.1	16	33	18	35	10	37	0.88
HTH_AsnC-type	PF13404.6	42	EMGJPPPN_00008	-	80	0.035	13.9	0.2	2	3	0.6	1100.0	-0.4	0.0	20	29	51	60	45	61	0.81
HTH_AsnC-type	PF13404.6	42	EMGJPPPN_00008	-	80	0.035	13.9	0.2	3	3	3.5	6200.0	-2.9	0.0	24	31	69	76	69	77	0.76
HTH_24	PF13412.6	48	EMGJPPPN_00008	-	80	0.035	13.6	0.2	1	3	9.2e-05	0.17	11.5	0.0	17	35	19	37	18	38	0.92
HTH_24	PF13412.6	48	EMGJPPPN_00008	-	80	0.035	13.6	0.2	2	3	0.62	1100.0	-0.7	0.0	20	29	51	60	43	62	0.67
HTH_24	PF13412.6	48	EMGJPPPN_00008	-	80	0.035	13.6	0.2	3	3	4.6	8200.0	-3.5	0.0	24	30	69	75	68	77	0.6
DNA_methylase	PF00145.17	335	EMGJPPPN_00009	-	430	9.499999999999999e-65	219.1	0.0	1	1	1.6e-68	1.3999999999999997e-64	218.6	0.0	3	331	20	391	19	395	0.74
Methyltransf_15	PF09445.10	165	EMGJPPPN_00009	-	430	0.15	11.6	0.0	1	1	3.7e-05	0.33	10.5	0.0	5	86	21	103	18	128	0.7
T5orf172	PF10544.9	103	EMGJPPPN_00010	-	289	0.091	13.3	0.0	1	1	8.1e-06	0.15	12.7	0.0	2	76	189	263	188	274	0.81
HipA_C	PF07804.12	212	EMGJPPPN_00011	-	311	3.1e-08	33.5	0.0	1	1	9.400000000000001e-12	4.2e-08	33.1	0.0	21	169	47	213	24	276	0.69
