target_name	acc	target_len	query_name	acc_2	query_len	full_evalue	full_score	full_bias	dom_num	of	dom_c-Evalue	dom_i-Evalue	dom_score	dom_bias	hmm_from	hmm_to	ali_from	ali_to	env_from	env_to	acc3
CmcI	PF04989.12	206	ODPFDCLP_00001	-	44	0.095	12.4	0.1	1	1	5.3e-06	0.096	12.4	0.1	54	87	8	41	4	44	0.87
NUDIX_4	PF14815.6	110	ODPFDCLP_00003	-	136	1.5e-23	82.9	0.0	1	1	3e-27	1.8e-23	82.6	0.0	3	108	12	126	10	128	0.82
NUDIX	PF00293.28	131	ODPFDCLP_00003	-	136	3.4000000000000004e-17	62.7	0.0	1	1	7.2e-21	4.3e-17	62.4	0.0	4	125	7	123	4	129	0.71
NUDIX_2	PF13869.6	188	ODPFDCLP_00003	-	136	0.025	14.2	0.0	1	1	5.400000000000001e-06	0.032	13.8	0.0	68	100	34	66	10	131	0.69
ELFV_dehydrog	PF00208.21	243	ODPFDCLP_00004	-	329	2.6e-06	27.4	0.0	1	1	1.3e-09	4.6e-06	26.5	0.0	32	88	5	62	1	110	0.82
Gp_dh_N	PF00044.24	101	ODPFDCLP_00004	-	329	0.02	15.2	0.0	1	1	1.4000000000000001e-05	0.051	13.9	0.0	1	46	6	51	6	64	0.83
2-Hacid_dh_C	PF02826.19	178	ODPFDCLP_00004	-	329	0.040999999999999995	13.2	0.0	1	1	2.1e-05	0.076	12.4	0.0	37	68	6	38	2	53	0.85
CoA_binding	PF02629.19	96	ODPFDCLP_00004	-	329	0.076	13.7	0.0	1	1	0.00014	0.52	11.0	0.0	1	39	3	41	3	121	0.75
DapB_N	PF01113.20	124	ODPFDCLP_00004	-	329	0.081	13.0	0.0	1	1	6.1e-05	0.22	11.7	0.0	1	38	6	42	6	86	0.89
DUF3134	PF11332.8	70	ODPFDCLP_00005	-	87	8.7e-27	93.3	3.9	1	1	7.1e-31	1.3e-26	92.7	3.9	1	69	3	76	3	77	0.96
PAP_fibrillin	PF04755.12	198	ODPFDCLP_00006	-	197	1.4e-61	207.9	0.1	1	1	8.9e-66	1.6e-61	207.7	0.1	2	197	2	194	1	195	0.92
OstA	PF03968.14	113	ODPFDCLP_00007	-	147	3.3e-08	33.7	0.7	1	2	0.00014	0.61	10.3	0.1	2	33	51	82	50	84	0.91
OstA	PF03968.14	113	ODPFDCLP_00007	-	147	3.3e-08	33.7	0.7	2	2	5.4e-09	2.4e-05	24.5	0.1	67	112	78	123	73	124	0.94
LptC	PF06835.13	176	ODPFDCLP_00007	-	147	0.00029	20.5	0.4	1	1	1.3e-07	0.00056	19.5	0.4	76	136	72	125	9	136	0.69
DUF4468	PF14730.6	91	ODPFDCLP_00007	-	147	0.0015	18.8	0.4	1	1	1.7e-06	0.0074	16.6	0.4	32	69	45	89	2	93	0.82
Membrane_bind	PF14564.6	110	ODPFDCLP_00007	-	147	0.015	15.7	0.1	1	2	7.8e-06	0.035	14.5	0.1	12	83	11	82	4	101	0.84
Membrane_bind	PF14564.6	110	ODPFDCLP_00007	-	147	0.015	15.7	0.1	2	2	1.3	5900.0	-2.3	0.0	64	74	94	104	89	110	0.76
ABC_tran	PF00005.27	137	ODPFDCLP_00008	-	242	4.3e-31	108.2	0.1	1	1	2.7e-34	7.999999999999999e-31	107.4	0.1	2	137	19	167	18	167	0.9
AAA_21	PF13304.6	303	ODPFDCLP_00008	-	242	4e-06	26.9	0.9	1	2	4.4e-06	0.013000000000000001	15.3	0.3	2	83	31	99	30	136	0.74
AAA_21	PF13304.6	303	ODPFDCLP_00008	-	242	4e-06	26.9	0.9	2	2	0.00011	0.33	10.7	0.0	236	295	135	194	104	203	0.82
SMC_N	PF02463.19	220	ODPFDCLP_00008	-	242	3.8e-05	23.2	1.0	1	1	7.9e-07	0.0023	17.4	1.0	93	198	41	197	2	215	0.78
AAA_23	PF13476.6	200	ODPFDCLP_00008	-	242	0.0041	17.7	3.2	1	1	3.7000000000000006e-06	0.011000000000000001	16.3	3.2	1	36	2	45	2	191	0.76
SbcCD_C	PF13558.6	90	ODPFDCLP_00008	-	242	0.022000000000000002	15.0	0.1	1	1	3.1e-05	0.09300000000000001	13.0	0.1	26	86	129	179	112	183	0.74
AAA_29	PF13555.6	61	ODPFDCLP_00008	-	242	0.15	11.9	0.1	1	1	9.1e-05	0.27	11.0	0.1	15	39	21	45	16	59	0.8
LptF_LptG	PF03739.14	354	ODPFDCLP_00009	-	386	8.899999999999999e-84	281.3	9.1	1	1	1.6999999999999995e-87	9.999999999999999e-84	281.2	9.1	1	353	19	382	19	383	0.96
DUF4083	PF13314.6	57	ODPFDCLP_00009	-	386	0.048	13.6	0.1	1	4	0.14	810.0	0.1	0.3	10	25	21	36	19	38	0.9
DUF4083	PF13314.6	57	ODPFDCLP_00009	-	386	0.048	13.6	0.1	2	4	8.1e-06	0.048	13.6	0.1	2	50	106	154	105	155	0.81
DUF4083	PF13314.6	57	ODPFDCLP_00009	-	386	0.048	13.6	0.1	3	4	0.067	400.0	1.0	0.2	7	19	309	321	306	323	0.85
DUF4083	PF13314.6	57	ODPFDCLP_00009	-	386	0.048	13.6	0.1	4	4	1.6	9400.0	-3.3	0.4	12	24	334	346	334	347	0.82
RseC_MucC	PF04246.12	130	ODPFDCLP_00009	-	386	4.6	7.2	6.1	1	2	0.032	190.0	2.0	1.3	68	97	74	103	61	146	0.77
RseC_MucC	PF04246.12	130	ODPFDCLP_00009	-	386	4.6	7.2	6.1	2	2	0.00085	5.1	7.1	0.2	73	118	307	354	285	364	0.88
DUF4912	PF16258.5	117	ODPFDCLP_00010	-	456	3.8999999999999997e-44	149.6	0.2	1	1	2.7e-47	6.799999999999999e-44	148.8	0.2	1	116	104	218	104	219	0.99
Rho_N	PF07498.12	43	ODPFDCLP_00010	-	456	5e-08	32.7	0.1	1	1	4.1e-11	1e-07	31.7	0.1	2	36	8	42	7	45	0.92
H_kinase_N	PF12282.8	143	ODPFDCLP_00010	-	456	0.027999999999999997	14.4	0.0	1	1	2.2e-05	0.055999999999999994	13.4	0.0	21	72	168	221	161	255	0.89
DNA_pol_A	PF00476.20	376	ODPFDCLP_00010	-	456	0.031	13.3	0.0	1	2	0.055999999999999994	140.0	1.3	0.0	15	46	138	170	127	180	0.82
DNA_pol_A	PF00476.20	376	ODPFDCLP_00010	-	456	0.031	13.3	0.0	2	2	0.0002	0.5	9.4	0.0	316	363	246	293	236	299	0.86
DUF3304	PF11745.8	111	ODPFDCLP_00010	-	456	0.12	12.8	0.1	1	1	0.00011	0.28	11.6	0.1	36	85	212	259	210	265	0.7
KRTAP	PF11759.8	65	ODPFDCLP_00010	-	456	3.3	8.3	11.0	1	1	0.0034	8.8	7.0	11.0	17	50	318	352	299	358	0.56
Herpes_capsid	PF06112.11	169	ODPFDCLP_00010	-	456	8.7	6.4	6.7	1	1	0.0062	16.0	5.5	6.7	95	157	294	355	253	363	0.62
TrkA_N	PF02254.18	116	ODPFDCLP_00011	-	337	1.3e-32	112.5	0.4	1	1	1.4e-35	2.4999999999999997e-32	111.5	0.4	1	116	99	214	99	214	0.99
Ion_trans_2	PF07885.16	79	ODPFDCLP_00011	-	337	5.4e-17	61.5	5.4	1	1	5e-20	9.1e-17	60.8	5.4	3	77	3	74	1	76	0.94
TrkA_C	PF02080.21	70	ODPFDCLP_00011	-	337	5.2e-13	48.6	0.0	1	1	7.200000000000001e-16	1.3000000000000001e-12	47.4	0.0	8	69	256	320	253	321	0.95
NAD_binding_2	PF03446.15	158	ODPFDCLP_00011	-	337	0.0062	16.7	0.0	1	2	1.2e-05	0.021	15.0	0.0	4	125	101	225	98	233	0.86
NAD_binding_2	PF03446.15	158	ODPFDCLP_00011	-	337	0.0062	16.7	0.0	2	2	1.4	2500.0	-1.5	0.0	124	148	299	322	294	325	0.8
NmrA	PF05368.13	233	ODPFDCLP_00011	-	337	0.011000000000000001	15.2	0.4	1	1	0.00037	0.67	9.5	0.4	6	91	103	228	99	235	0.68
Ion_trans	PF00520.31	245	ODPFDCLP_00011	-	337	0.012	14.9	0.2	1	1	9.4e-06	0.017	14.4	0.2	180	238	23	75	18	82	0.89
NAD_binding_10	PF13460.6	184	ODPFDCLP_00011	-	337	0.048	13.5	0.3	1	1	5.4000000000000005e-05	0.096	12.6	0.3	4	93	105	203	103	228	0.81
2-Hacid_dh_C	PF02826.19	178	ODPFDCLP_00011	-	337	0.085	12.2	0.0	1	1	6.8e-05	0.12	11.7	0.0	40	83	100	143	62	194	0.77
F420_oxidored	PF03807.17	97	ODPFDCLP_00011	-	337	0.12	12.9	0.1	1	1	0.00022999999999999998	0.41	11.2	0.1	4	48	100	141	99	212	0.84
ADH_zinc_N	PF00107.26	130	ODPFDCLP_00011	-	337	0.15	12.1	0.1	1	2	1.8	3200.0	-2.0	0.0	12	34	117	139	110	150	0.83
ADH_zinc_N	PF00107.26	130	ODPFDCLP_00011	-	337	0.15	12.1	0.1	2	2	0.00037999999999999997	0.68	9.9	0.1	5	41	176	214	175	240	0.81
Response_reg	PF00072.24	112	ODPFDCLP_00012	-	223	6e-30	103.7	0.0	1	2	7.5e-33	6.7e-29	100.3	0.0	1	111	4	113	4	114	0.98
Response_reg	PF00072.24	112	ODPFDCLP_00012	-	223	6e-30	103.7	0.0	2	2	0.044000000000000004	390.0	1.2	0.0	25	61	148	184	122	187	0.71
Trans_reg_C	PF00486.28	77	ODPFDCLP_00012	-	223	1.4e-27	95.5	0.8	1	2	0.12	1100.0	-0.2	0.0	40	63	100	124	80	131	0.61
Trans_reg_C	PF00486.28	77	ODPFDCLP_00012	-	223	1.4e-27	95.5	0.8	2	2	7.299999999999999e-31	6.6e-27	93.4	0.4	4	77	149	221	145	221	0.95
SBD_N	PF07005.11	228	ODPFDCLP_00013	-	437	9.399999999999998e-63	212.0	0.0	1	1	3.6999999999999997e-66	1.3e-62	211.5	0.0	1	228	7	241	7	241	0.82
NBD_C	PF17042.5	170	ODPFDCLP_00013	-	437	5.999999999999999e-39	134.3	0.0	1	3	0.49	1800.0	-0.7	0.0	31	67	50	85	34	110	0.66
NBD_C	PF17042.5	170	ODPFDCLP_00013	-	437	5.999999999999999e-39	134.3	0.0	2	3	1.1	3900.0	-1.8	0.0	57	85	193	223	174	248	0.64
NBD_C	PF17042.5	170	ODPFDCLP_00013	-	437	5.999999999999999e-39	134.3	0.0	3	3	1.4e-41	4.9e-38	131.3	0.0	1	170	265	429	265	429	0.91
WH2	PF02205.20	30	ODPFDCLP_00013	-	437	0.073	12.9	1.5	1	2	0.00054	1.9	8.4	0.1	8	21	181	194	181	194	0.94
WH2	PF02205.20	30	ODPFDCLP_00013	-	437	0.073	12.9	1.5	2	2	0.033	120.0	2.7	0.2	7	18	390	399	389	400	0.86
Biotin_carb_C	PF02785.19	108	ODPFDCLP_00013	-	437	0.08800000000000001	12.9	0.1	1	1	5.4000000000000005e-05	0.2	11.8	0.1	54	95	265	306	251	316	0.88
BtrH_N	PF14399.6	134	ODPFDCLP_00013	-	437	0.14	12.4	0.0	1	3	1.0	3600.0	-1.9	0.0	39	68	197	225	180	232	0.7
BtrH_N	PF14399.6	134	ODPFDCLP_00013	-	437	0.14	12.4	0.0	2	3	0.048	170.0	2.4	0.0	74	101	271	298	250	299	0.9
BtrH_N	PF14399.6	134	ODPFDCLP_00013	-	437	0.14	12.4	0.0	3	3	0.0031	11.0	6.3	0.0	77	116	311	350	301	355	0.88
DnaJ	PF00226.31	63	ODPFDCLP_00014	-	353	9.7e-18	64.1	1.1	1	2	7.1e-21	9.7e-18	64.1	1.1	1	57	7	67	7	70	0.88
DnaJ	PF00226.31	63	ODPFDCLP_00014	-	353	9.7e-18	64.1	1.1	2	2	1.8	2500.0	-1.3	0.5	16	38	164	188	154	197	0.64
TPR_2	PF07719.17	34	ODPFDCLP_00014	-	353	8.199999999999999e-08	31.8	4.0	1	2	9.499999999999999e-09	1.3000000000000001e-05	24.9	0.2	2	33	89	120	88	121	0.94
TPR_2	PF07719.17	34	ODPFDCLP_00014	-	353	8.199999999999999e-08	31.8	4.0	2	2	0.0038	5.2	7.4	0.6	2	26	123	147	122	153	0.92
TPR_1	PF00515.28	34	ODPFDCLP_00014	-	353	1.1e-07	31.3	3.3	1	2	5.5e-10	7.6e-07	28.7	0.3	2	33	89	120	88	121	0.93
TPR_1	PF00515.28	34	ODPFDCLP_00014	-	353	1.1e-07	31.3	3.3	2	2	0.09699999999999999	130.0	2.6	0.2	2	15	123	136	122	147	0.75
TPR_11	PF13414.6	42	ODPFDCLP_00014	-	353	2.5e-05	23.8	1.3	1	2	0.23	320.0	1.1	0.3	30	37	90	97	82	101	0.81
TPR_11	PF13414.6	42	ODPFDCLP_00014	-	353	2.5e-05	23.8	1.3	2	2	1.4e-07	0.00018999999999999998	21.0	0.0	7	42	101	136	98	136	0.95
TPR_17	PF13431.6	34	ODPFDCLP_00014	-	353	5.9e-05	23.2	0.2	1	2	0.006	8.3	7.0	0.0	13	33	88	108	79	108	0.9
TPR_17	PF13431.6	34	ODPFDCLP_00014	-	353	5.9e-05	23.2	0.2	2	2	8e-05	0.11	12.9	0.0	2	27	111	136	110	144	0.9
TPR_8	PF13181.6	34	ODPFDCLP_00014	-	353	0.0022	18.1	2.1	1	2	4.1e-06	0.0056	16.8	0.1	2	32	89	119	88	121	0.94
TPR_8	PF13181.6	34	ODPFDCLP_00014	-	353	0.0022	18.1	2.1	2	2	3.9	5300.0	-1.9	0.2	18	30	139	151	123	154	0.64
TPR_12	PF13424.6	77	ODPFDCLP_00014	-	353	0.0048	17.1	0.1	1	1	1.1e-05	0.015	15.6	0.1	2	61	87	145	86	147	0.73
DUF732	PF05305.14	95	ODPFDCLP_00014	-	353	0.0055	17.1	0.0	1	1	0.00016	0.21	12.0	0.0	21	94	231	346	221	347	0.78
TPR_16	PF13432.6	68	ODPFDCLP_00014	-	353	0.013000000000000001	16.1	0.1	1	1	2.7000000000000002e-05	0.038	14.6	0.1	1	55	92	143	92	148	0.87
TPR_6	PF13174.6	33	ODPFDCLP_00014	-	353	0.077	13.7	1.5	1	3	0.44	600.0	1.4	0.0	16	32	20	37	14	38	0.85
TPR_6	PF13174.6	33	ODPFDCLP_00014	-	353	0.077	13.7	1.5	2	3	0.005	6.9	7.5	0.0	3	28	91	116	90	118	0.89
TPR_6	PF13174.6	33	ODPFDCLP_00014	-	353	0.077	13.7	1.5	3	3	0.64	880.0	0.9	0.1	1	15	123	138	123	150	0.76
TPR_7	PF13176.6	36	ODPFDCLP_00014	-	353	0.084	12.9	0.0	1	1	0.00014	0.2	11.8	0.0	2	29	91	118	91	125	0.84
TPR_14	PF13428.6	44	ODPFDCLP_00014	-	353	0.17	12.8	0.0	1	1	0.00036	0.49	11.3	0.0	5	42	92	129	89	136	0.9
DUF1796	PF08795.10	168	ODPFDCLP_00014	-	353	2.0	8.3	8.0	1	2	0.14	190.0	1.9	0.2	108	159	20	71	12	83	0.87
DUF1796	PF08795.10	168	ODPFDCLP_00014	-	353	2.0	8.3	8.0	2	2	0.0013	1.9	8.5	2.6	60	137	225	299	129	329	0.81
HSP70	PF00012.20	599	ODPFDCLP_00015	-	527	9.599999999999999e-32	109.9	2.1	1	3	0.0028	17.0	3.4	0.2	2	81	3	96	2	107	0.66
HSP70	PF00012.20	599	ODPFDCLP_00015	-	527	9.599999999999999e-32	109.9	2.1	2	3	1.9e-13	1.2e-09	37.0	0.0	161	209	149	194	114	200	0.85
HSP70	PF00012.20	599	ODPFDCLP_00015	-	527	9.599999999999999e-32	109.9	2.1	3	3	8.5e-21	5.1e-17	61.3	0.1	218	379	228	394	220	522	0.61
MreB_Mbl	PF06723.13	327	ODPFDCLP_00015	-	527	1.7e-13	50.1	0.0	1	2	1.5e-08	9e-05	21.4	0.0	83	164	111	190	1	197	0.71
MreB_Mbl	PF06723.13	327	ODPFDCLP_00015	-	527	1.7e-13	50.1	0.0	2	2	3.1e-09	1.9e-05	23.7	0.0	163	322	219	377	213	381	0.83
StbA	PF06406.11	317	ODPFDCLP_00015	-	527	0.015	14.5	0.1	1	2	1.4000000000000001e-05	0.084	12.1	0.0	135	193	145	201	139	228	0.78
StbA	PF06406.11	317	ODPFDCLP_00015	-	527	0.015	14.5	0.1	2	2	0.084	500.0	-0.3	0.0	256	294	309	353	248	372	0.54
Sulfotransfer_3	PF13469.6	217	ODPFDCLP_00017	-	257	1e-08	35.8	0.1	1	2	2.4e-09	1.4000000000000001e-05	25.6	0.0	3	36	34	68	32	111	0.8
Sulfotransfer_3	PF13469.6	217	ODPFDCLP_00017	-	257	1e-08	35.8	0.1	2	2	0.00045999999999999996	2.8	8.3	0.1	127	214	119	216	117	219	0.68
Sulphotransf	PF09037.10	244	ODPFDCLP_00017	-	257	7.5e-05	22.4	0.8	1	2	0.00027	1.6	8.2	0.0	2	22	33	53	32	81	0.86
Sulphotransf	PF09037.10	244	ODPFDCLP_00017	-	257	7.5e-05	22.4	0.8	2	2	1.1e-05	0.063	12.8	0.3	73	141	86	146	65	193	0.76
