target_name	acc	target_len	query_name	acc_2	query_len	full_evalue	full_score	full_bias	dom_num	of	dom_c-Evalue	dom_i-Evalue	dom_score	dom_bias	hmm_from	hmm_to	ali_from	ali_to	env_from	env_to	acc3
Adenine_glyco	PF03352.13	177	AAOFGKNK_00001	-	182	6.3e-41	140.1	0.9	1	2	9.5e-42	1.6999999999999999e-37	128.9	0.1	7	114	17	124	12	132	0.95
Adenine_glyco	PF03352.13	177	AAOFGKNK_00001	-	182	6.3e-41	140.1	0.9	2	2	2.6000000000000002e-05	0.47	10.2	0.0	143	175	134	167	124	169	0.88
Aminotran_1_2	PF00155.21	363	AAOFGKNK_00002	-	395	6.1e-44	150.7	0.0	1	1	1.2e-47	7.3e-44	150.4	0.0	5	362	33	389	30	390	0.88
Aminotran_MocR	PF12897.7	421	AAOFGKNK_00002	-	395	0.013999999999999999	14.2	0.0	1	1	4.4e-06	0.026000000000000002	13.3	0.0	176	329	170	318	154	394	0.75
Alliinase_C	PF04864.13	363	AAOFGKNK_00002	-	395	0.057999999999999996	12.3	0.0	1	1	1.8e-05	0.11	11.4	0.0	98	153	121	183	101	190	0.81
MTHFR	PF02219.17	287	AAOFGKNK_00003	-	279	1.2999999999999997e-86	290.5	0.0	1	1	8.299999999999998e-91	1.4999999999999997e-86	290.3	0.0	9	287	4	278	1	278	0.97
Fer4_5	PF12801.7	48	AAOFGKNK_00004	-	786	2.7999999999999996e-16	59.2	15.7	1	4	9.0	18000.0	-4.3	2.0	10	17	477	484	470	487	0.38
Fer4_5	PF12801.7	48	AAOFGKNK_00004	-	786	2.7999999999999996e-16	59.2	15.7	2	4	9.4e-17	1.9e-13	50.1	1.6	2	48	544	590	543	590	0.94
Fer4_5	PF12801.7	48	AAOFGKNK_00004	-	786	2.7999999999999996e-16	59.2	15.7	3	4	5.6	11000.0	-3.6	0.3	7	18	608	619	607	622	0.64
Fer4_5	PF12801.7	48	AAOFGKNK_00004	-	786	2.7999999999999996e-16	59.2	15.7	4	4	2.4e-08	4.9e-05	23.2	6.6	3	40	645	682	644	690	0.86
FMN_bind	PF04205.14	69	AAOFGKNK_00004	-	786	8.5e-06	26.2	0.0	1	1	8.399999999999999e-09	1.7e-05	25.3	0.0	4	67	94	175	91	177	0.67
Fer4	PF00037.27	24	AAOFGKNK_00004	-	786	0.057	13.3	13.0	1	4	0.066	130.0	2.6	0.0	14	23	567	576	566	577	0.84
Fer4	PF00037.27	24	AAOFGKNK_00004	-	786	0.057	13.3	13.0	2	4	2.8	5600.0	-2.6	0.1	14	22	666	674	665	674	0.83
Fer4	PF00037.27	24	AAOFGKNK_00004	-	786	0.057	13.3	13.0	3	4	0.00015	0.29	11.0	1.4	11	23	698	710	698	711	0.95
Fer4	PF00037.27	24	AAOFGKNK_00004	-	786	0.057	13.3	13.0	4	4	0.0067	13.0	5.7	0.7	3	14	716	727	715	729	0.89
GF_recep_IV	PF14843.6	132	AAOFGKNK_00004	-	786	0.079	12.8	7.2	1	1	6.500000000000001e-05	0.13	12.1	7.2	43	113	690	759	680	776	0.76
Fer4_16	PF13484.6	67	AAOFGKNK_00004	-	786	0.19	12.7	11.7	1	2	3.4	6700.0	-1.9	0.0	8	20	567	579	565	590	0.73
Fer4_16	PF13484.6	67	AAOFGKNK_00004	-	786	0.19	12.7	11.7	2	2	0.00029	0.58	11.1	10.7	2	34	694	744	693	781	0.76
Fer4_21	PF14697.6	59	AAOFGKNK_00004	-	786	0.3	11.2	10.0	1	2	0.002	4.0	7.6	1.5	43	57	697	710	664	711	0.74
Fer4_21	PF14697.6	59	AAOFGKNK_00004	-	786	0.3	11.2	10.0	2	2	0.0021	4.2	7.6	1.7	2	21	715	734	714	759	0.67
Fer4_9	PF13187.6	51	AAOFGKNK_00004	-	786	0.54	10.5	10.6	1	2	0.00015	0.3	11.3	1.5	8	51	666	710	664	710	0.86
Fer4_9	PF13187.6	51	AAOFGKNK_00004	-	786	0.54	10.5	10.6	2	2	0.05	99.0	3.2	2.0	2	29	721	754	717	763	0.77
Fer4_8	PF13183.6	65	AAOFGKNK_00004	-	786	0.96	9.9	9.5	1	2	0.03	59.0	4.2	1.4	8	17	698	707	686	711	0.68
Fer4_8	PF13183.6	65	AAOFGKNK_00004	-	786	0.96	9.9	9.5	2	2	0.0006900000000000001	1.4	9.4	1.5	4	37	720	762	718	780	0.67
Fer4_7	PF12838.7	52	AAOFGKNK_00004	-	786	5.0	7.8	14.4	1	3	2.2	4300.0	-1.6	0.0	7	17	566	576	564	593	0.73
Fer4_7	PF12838.7	52	AAOFGKNK_00004	-	786	5.0	7.8	14.4	2	3	0.0012	2.4	8.8	3.3	7	52	665	709	664	709	0.83
Fer4_7	PF12838.7	52	AAOFGKNK_00004	-	786	5.0	7.8	14.4	3	3	0.059000000000000004	120.0	3.4	10.6	5	46	698	729	698	741	0.78
nos_propeller	PF18764.1	71	AAOFGKNK_00005	-	655	8.2e-39	131.4	0.1	1	2	0.075	170.0	2.2	0.0	14	33	340	359	337	362	0.87
nos_propeller	PF18764.1	71	AAOFGKNK_00005	-	655	8.2e-39	131.4	0.1	2	2	1.7e-40	3.8e-37	126.0	0.1	1	71	440	510	440	510	0.99
nos_propeller_2	PF18793.1	70	AAOFGKNK_00005	-	655	1.7999999999999998e-35	121.1	1.0	1	2	1e-37	2.2999999999999997e-34	117.6	0.5	1	70	190	260	190	260	0.97
nos_propeller_2	PF18793.1	70	AAOFGKNK_00005	-	655	1.7999999999999998e-35	121.1	1.0	2	2	0.24	550.0	1.0	0.0	4	27	337	358	334	373	0.77
Cupredoxin_1	PF13473.6	104	AAOFGKNK_00005	-	655	2.8999999999999998e-06	27.3	0.7	1	2	0.82	1800.0	-0.9	0.1	83	100	264	280	262	281	0.85
Cupredoxin_1	PF13473.6	104	AAOFGKNK_00005	-	655	2.8999999999999998e-06	27.3	0.7	2	2	4.8e-09	1.1e-05	25.5	0.0	23	104	563	652	547	652	0.89
COX2	PF00116.20	120	AAOFGKNK_00005	-	655	2.3e-05	24.3	0.1	1	2	1.0	2200.0	-1.5	0.0	47	76	552	579	532	592	0.69
COX2	PF00116.20	120	AAOFGKNK_00005	-	655	2.3e-05	24.3	0.1	2	2	3.7999999999999996e-08	8.499999999999999e-05	22.4	0.0	57	114	590	647	576	653	0.87
Cu-oxidase_3	PF07732.15	119	AAOFGKNK_00005	-	655	3.8e-05	23.7	0.2	1	1	4.5999999999999995e-08	0.0001	22.3	0.2	15	116	563	654	550	655	0.84
Peptidase_A4	PF01828.17	209	AAOFGKNK_00005	-	655	0.0035	16.9	2.0	1	2	0.00013000000000000002	0.29	10.6	0.3	12	83	205	273	192	296	0.8
Peptidase_A4	PF01828.17	209	AAOFGKNK_00005	-	655	0.0035	16.9	2.0	2	2	0.0051	11.0	5.4	0.1	86	107	571	592	552	605	0.78
Mac_assoc	PF16628.5	185	AAOFGKNK_00005	-	655	0.028999999999999998	14.6	0.0	1	1	2.5e-05	0.055999999999999994	13.6	0.0	63	131	275	344	260	361	0.87
Cu-oxidase_2	PF07731.14	137	AAOFGKNK_00005	-	655	0.068	12.9	1.8	1	2	0.047	100.0	2.6	0.0	34	62	576	607	569	611	0.85
Cu-oxidase_2	PF07731.14	137	AAOFGKNK_00005	-	655	0.068	12.9	1.8	2	2	0.00055	1.2	8.8	0.5	94	135	612	654	610	655	0.88
NosD	PF05048.13	241	AAOFGKNK_00006	-	433	4.4999999999999994e-64	216.0	23.1	1	2	1.9e-07	0.0017	17.7	0.0	56	124	104	157	76	161	0.45
NosD	PF05048.13	241	AAOFGKNK_00006	-	433	4.4999999999999994e-64	216.0	23.1	2	2	2.1999999999999997e-63	1.9e-59	200.8	22.6	2	240	153	378	152	379	0.98
Beta_helix	PF13229.6	158	AAOFGKNK_00006	-	433	5.7e-26	91.2	25.4	1	3	3.7000000000000005e-22	3.3e-18	66.0	5.9	10	156	96	250	88	252	0.92
Beta_helix	PF13229.6	158	AAOFGKNK_00006	-	433	5.7e-26	91.2	25.4	2	3	3.3e-12	2.8999999999999998e-08	33.7	13.1	45	140	233	325	229	360	0.83
Beta_helix	PF13229.6	158	AAOFGKNK_00006	-	433	5.7e-26	91.2	25.4	3	3	0.057999999999999996	520.0	0.4	0.0	60	84	342	371	336	386	0.74
ABC_tran	PF00005.27	137	AAOFGKNK_00007	-	297	1.1e-32	113.4	0.0	1	1	1e-35	1.7e-32	112.8	0.0	2	136	22	161	21	162	0.95
AAA_21	PF13304.6	303	AAOFGKNK_00007	-	297	5.8e-15	55.9	0.0	1	2	3.1e-05	0.05	13.4	0.0	3	24	35	56	33	92	0.77
AAA_21	PF13304.6	303	AAOFGKNK_00007	-	297	5.8e-15	55.9	0.0	2	2	1.4e-13	2.3e-10	40.8	0.0	236	300	133	194	101	197	0.91
AAA_16	PF13191.6	170	AAOFGKNK_00007	-	297	0.00021	21.7	0.0	1	1	2.5e-07	0.0004	20.8	0.0	24	165	31	182	21	188	0.54
AAA_30	PF13604.6	192	AAOFGKNK_00007	-	297	0.00045	20.0	0.1	1	1	4.5e-07	0.00074	19.3	0.1	16	75	30	90	21	189	0.71
AAA_29	PF13555.6	61	AAOFGKNK_00007	-	297	0.0021	17.8	1.5	1	2	1.3000000000000001e-05	0.021	14.6	0.5	20	49	29	58	16	61	0.75
AAA_29	PF13555.6	61	AAOFGKNK_00007	-	297	0.0021	17.8	1.5	2	2	0.068	110.0	2.6	0.1	21	35	57	72	54	74	0.82
AAA_15	PF13175.6	369	AAOFGKNK_00007	-	297	0.0025	17.6	0.0	1	2	0.0008900000000000001	1.4	8.5	0.0	28	47	36	55	20	112	0.86
AAA_15	PF13175.6	369	AAOFGKNK_00007	-	297	0.0025	17.6	0.0	2	2	0.0021	3.5	7.3	0.0	323	364	151	191	135	193	0.91
RsgA_GTPase	PF03193.16	167	AAOFGKNK_00007	-	297	0.039	13.9	0.1	1	1	3.9e-05	0.063	13.2	0.1	89	123	20	55	5	83	0.75
Zeta_toxin	PF06414.12	199	AAOFGKNK_00007	-	297	0.039	13.2	0.0	1	1	3.8e-05	0.062	12.6	0.0	20	52	35	67	27	115	0.86
