target_name	acc	target_len	query_name	acc_2	query_len	full_evalue	full_score	full_bias	dom_num	of	dom_c-Evalue	dom_i-Evalue	dom_score	dom_bias	hmm_from	hmm_to	ali_from	ali_to	env_from	env_to	acc3
adh_short	PF00106.25	195	BMFCHDLD_00002	-	182	1.5e-31	109.4	0.8	1	1	5.199999999999999e-35	1.7999999999999998e-31	109.1	0.8	2	160	7	160	6	165	0.92
adh_short_C2	PF13561.6	234	BMFCHDLD_00002	-	182	2.8999999999999996e-21	76.1	0.1	1	1	1.0000000000000001e-24	3.6e-21	75.8	0.1	1	152	12	160	12	161	0.91
KR	PF08659.10	180	BMFCHDLD_00002	-	182	4.4e-07	30.0	0.1	1	1	1.5e-10	5.4e-07	29.7	0.1	3	150	8	150	6	159	0.8
Epimerase	PF01370.21	241	BMFCHDLD_00002	-	182	0.0016	17.9	0.1	1	1	7.8e-07	0.0028	17.2	0.1	1	101	8	118	8	136	0.76
NAD_binding_10	PF13460.6	184	BMFCHDLD_00002	-	182	0.019	14.9	0.0	1	1	5.7000000000000005e-06	0.02	14.8	0.0	1	69	12	85	12	163	0.81
Amino_oxidase	PF01593.24	452	BMFCHDLD_00003	-	650	3.9e-35	122.0	0.0	1	2	6.3e-23	6.3e-20	71.9	0.0	1	253	67	322	67	323	0.81
Amino_oxidase	PF01593.24	452	BMFCHDLD_00003	-	650	3.9e-35	122.0	0.0	2	2	9.7e-16	9.6e-13	48.2	0.0	240	452	420	625	386	625	0.78
NAD_binding_8	PF13450.6	68	BMFCHDLD_00003	-	650	1.1e-17	64.0	0.0	1	1	2.3e-20	2.3e-17	62.9	0.0	1	67	62	130	62	131	0.92
Rieske	PF00355.26	89	BMFCHDLD_00003	-	650	1.6e-13	50.4	0.1	1	1	3.4e-16	3.4e-13	49.4	0.1	5	88	327	404	323	405	0.78
DAO	PF01266.24	352	BMFCHDLD_00003	-	650	5.3e-10	39.4	0.6	1	2	4.7000000000000006e-12	4.7e-09	36.3	0.3	2	34	60	94	59	103	0.89
DAO	PF01266.24	352	BMFCHDLD_00003	-	650	5.3e-10	39.4	0.6	2	2	0.38	380.0	0.4	0.0	148	182	278	312	260	325	0.77
FAD_binding_2	PF00890.24	417	BMFCHDLD_00003	-	650	2.2999999999999998e-08	33.5	0.3	1	1	3.9e-11	3.9e-08	32.8	0.3	2	39	60	97	59	99	0.95
FAD_oxidored	PF12831.7	433	BMFCHDLD_00003	-	650	5.2e-07	29.4	0.0	1	1	9.300000000000001e-10	9.3e-07	28.5	0.0	2	60	60	118	59	158	0.8
