target_name	acc	target_len	query_name	acc_2	query_len	full_evalue	full_score	full_bias	dom_num	of	dom_c-Evalue	dom_i-Evalue	dom_score	dom_bias	hmm_from	hmm_to	ali_from	ali_to	env_from	env_to	acc3
Aminotran_1_2	PF00155.21	363	CHPDPGNM_00001	-	412	3.5e-60	204.1	0.0	1	1	6.499999999999999e-64	3.8999999999999996e-60	203.9	0.0	2	354	37	381	36	390	0.92
Beta_elim_lyase	PF01212.21	293	CHPDPGNM_00001	-	412	0.018000000000000002	14.3	0.0	1	1	5.0999999999999995e-06	0.031	13.6	0.0	92	169	140	212	135	214	0.9
Alliinase_C	PF04864.13	363	CHPDPGNM_00001	-	412	0.055	12.3	0.0	1	2	0.00011999999999999999	0.71	8.7	0.0	159	222	201	271	165	316	0.73
Alliinase_C	PF04864.13	363	CHPDPGNM_00001	-	412	0.055	12.3	0.0	2	2	0.016	93.0	1.7	0.0	317	362	347	393	318	394	0.79
Lip_A_acyltrans	PF03279.13	295	CHPDPGNM_00002	-	306	3.1999999999999995e-112	374.5	0.0	1	1	4.0999999999999993e-116	3.6999999999999993e-112	374.3	0.0	3	295	6	296	4	296	0.99
DUF374	PF04028.13	69	CHPDPGNM_00002	-	306	0.03	13.9	0.1	1	2	4.7e-05	0.42	10.2	0.0	41	67	178	207	166	209	0.82
DUF374	PF04028.13	69	CHPDPGNM_00002	-	306	0.03	13.9	0.1	2	2	0.031	280.0	1.2	0.0	39	63	232	257	221	260	0.83
DUF2545	PF10810.8	80	CHPDPGNM_00003	-	80	2.3999999999999997e-41	139.7	9.2	1	1	2.9999999999999995e-45	2.7e-41	139.6	9.2	1	80	1	80	1	80	1.0
PhoR	PF11808.8	86	CHPDPGNM_00003	-	80	7.9	7.0	7.2	1	2	0.00015	1.4	9.4	2.5	11	56	7	53	1	57	0.73
PhoR	PF11808.8	86	CHPDPGNM_00003	-	80	7.9	7.0	7.2	2	2	0.098	880.0	0.4	0.1	7	21	57	69	53	77	0.55
MFS_1	PF07690.16	353	CHPDPGNM_00004	-	463	1.5e-48	165.5	41.3	1	2	1.4e-51	6.499999999999999e-48	163.5	33.4	1	352	34	402	32	403	0.86
MFS_1	PF07690.16	353	CHPDPGNM_00004	-	463	1.5e-48	165.5	41.3	2	2	0.00011	0.49	9.3	3.5	128	172	393	435	392	456	0.78
OATP	PF03137.20	546	CHPDPGNM_00004	-	463	0.00033	19.1	2.5	1	4	0.00047000000000000004	2.1	6.5	0.5	11	78	38	106	30	111	0.86
OATP	PF03137.20	546	CHPDPGNM_00004	-	463	0.00033	19.1	2.5	2	4	0.02	91.0	1.1	0.2	459	516	116	173	113	178	0.92
OATP	PF03137.20	546	CHPDPGNM_00004	-	463	0.00033	19.1	2.5	3	4	7.299999999999999e-08	0.00033	19.1	2.5	219	380	190	343	183	346	0.75
OATP	PF03137.20	546	CHPDPGNM_00004	-	463	0.00033	19.1	2.5	4	4	0.011000000000000001	48.0	2.1	3.6	464	523	350	412	345	416	0.84
LacY_symp	PF01306.19	413	CHPDPGNM_00004	-	463	0.066	12.0	29.6	1	3	0.0014	6.1	5.5	4.3	17	73	38	94	24	213	0.75
LacY_symp	PF01306.19	413	CHPDPGNM_00004	-	463	0.066	12.0	29.6	2	3	1.6e-06	0.0072	15.2	10.0	3	122	253	372	251	380	0.79
LacY_symp	PF01306.19	413	CHPDPGNM_00004	-	463	0.066	12.0	29.6	3	3	0.018000000000000002	81.0	1.8	0.7	365	394	402	432	381	453	0.75
Pam17	PF08566.10	165	CHPDPGNM_00004	-	463	6.4	6.6	5.4	1	2	0.035	160.0	2.1	0.1	8	88	233	317	227	324	0.66
Pam17	PF08566.10	165	CHPDPGNM_00004	-	463	6.4	6.6	5.4	2	2	0.0045	20.0	5.0	1.4	42	100	352	409	343	414	0.69
SBP_bac_6	PF13343.6	245	CHPDPGNM_00005	-	424	1.5999999999999998e-30	106.3	0.0	1	1	7.2e-34	2.2000000000000002e-30	105.9	0.0	2	233	86	314	85	326	0.92
SBP_bac_11	PF13531.6	230	CHPDPGNM_00005	-	424	4e-18	66.0	1.6	1	2	3.3e-21	9.9e-18	64.7	0.5	11	226	47	291	38	293	0.85
SBP_bac_11	PF13531.6	230	CHPDPGNM_00005	-	424	4e-18	66.0	1.6	2	2	0.24	720.0	-0.3	0.0	41	70	371	400	364	419	0.81
SBP_bac_8	PF13416.6	282	CHPDPGNM_00005	-	424	8.1e-10	39.0	0.0	1	1	4e-13	1.2e-09	38.4	0.0	85	275	129	310	65	317	0.8
SBP_bac_1	PF01547.25	315	CHPDPGNM_00005	-	424	7.8e-06	26.1	0.0	1	2	0.16	470.0	0.5	0.0	23	137	61	160	43	162	0.72
SBP_bac_1	PF01547.25	315	CHPDPGNM_00005	-	424	7.8e-06	26.1	0.0	2	2	2e-08	5.9e-05	23.2	0.0	261	314	243	286	206	287	0.76
MutS_III	PF05192.18	191	CHPDPGNM_00005	-	424	0.017	15.4	0.6	1	2	1.4	4300.0	-2.3	0.0	99	108	92	106	55	147	0.57
MutS_III	PF05192.18	191	CHPDPGNM_00005	-	424	0.017	15.4	0.6	2	2	1e-05	0.031	14.5	0.1	40	104	315	376	276	421	0.67
Bacillus_HBL	PF05791.11	177	CHPDPGNM_00005	-	424	0.044000000000000004	13.6	0.1	1	2	1.4	4100.0	-2.6	0.1	33	55	87	109	80	112	0.72
Bacillus_HBL	PF05791.11	177	CHPDPGNM_00005	-	424	0.044000000000000004	13.6	0.1	2	2	4.2e-05	0.13	12.1	0.0	13	39	225	251	220	275	0.82
HAMP	PF00672.25	53	CHPDPGNM_00006	-	437	9.300000000000001e-08	32.3	0.3	1	2	3.7	11000.0	-3.1	0.0	7	18	239	250	234	251	0.82
HAMP	PF00672.25	53	CHPDPGNM_00006	-	437	9.300000000000001e-08	32.3	0.3	2	2	2.2000000000000002e-10	6.5e-07	29.6	0.3	1	52	361	412	361	413	0.95
4HB_MCP_1	PF12729.7	181	CHPDPGNM_00006	-	437	0.0046	16.5	0.2	1	4	1.5e-06	0.0046	16.5	0.2	2	95	12	105	11	150	0.91
4HB_MCP_1	PF12729.7	181	CHPDPGNM_00006	-	437	0.0046	16.5	0.2	2	4	0.26	790.0	-0.5	1.3	50	97	119	164	111	225	0.68
4HB_MCP_1	PF12729.7	181	CHPDPGNM_00006	-	437	0.0046	16.5	0.2	3	4	0.37	1100.0	-1.0	1.3	33	138	197	231	154	259	0.51
