target_name	acc	target_len	query_name	acc_2	query_len	full_evalue	full_score	full_bias	dom_num	of	dom_c-Evalue	dom_i-Evalue	dom_score	dom_bias	hmm_from	hmm_to	ali_from	ali_to	env_from	env_to	acc3
Big_2	PF02368.18	79	IFIEMDKF_00001	-	389	1.1000000000000001e-18	66.9	12.2	1	1	1.7e-22	3e-18	65.5	12.2	2	77	308	383	307	385	0.92
DUF4128	PF13554.6	128	IFIEMDKF_00002	-	135	1.8000000000000002e-14	53.9	0.0	1	1	1.2e-18	2.2e-14	53.6	0.0	1	128	5	132	5	132	0.94
Phage_Mu_F	PF04233.14	112	IFIEMDKF_00005	-	343	8.9e-07	29.6	1.9	1	2	1.4	12000.0	-3.0	0.1	20	36	6	22	2	44	0.45
Phage_Mu_F	PF04233.14	112	IFIEMDKF_00005	-	343	8.9e-07	29.6	1.9	2	2	2.6000000000000003e-10	2.3e-06	28.3	0.3	18	111	214	322	117	323	0.81
RAM	PF15320.6	86	IFIEMDKF_00005	-	343	1.3	9.7	3.7	1	3	1.1	9500.0	-2.7	0.3	62	62	173	173	145	196	0.42
RAM	PF15320.6	86	IFIEMDKF_00005	-	343	1.3	9.7	3.7	2	3	0.44	3900.0	-1.5	0.1	11	24	188	201	182	208	0.84
RAM	PF15320.6	86	IFIEMDKF_00005	-	343	1.3	9.7	3.7	3	3	7e-05	0.63	10.7	0.3	13	67	245	314	241	337	0.64
DUF1967	PF09269.11	70	IFIEMDKF_00007	-	126	0.42	10.6	2.7	1	2	0.043	380.0	1.1	0.1	47	59	64	76	59	84	0.77
DUF1967	PF09269.11	70	IFIEMDKF_00007	-	126	0.42	10.6	2.7	2	2	0.00018999999999999998	1.7	8.6	0.7	47	66	99	118	77	121	0.84
GA-like	PF17573.2	50	IFIEMDKF_00007	-	126	0.46	10.5	8.5	1	2	0.15	1300.0	-0.6	0.1	12	24	60	72	57	74	0.81
GA-like	PF17573.2	50	IFIEMDKF_00007	-	126	0.46	10.5	8.5	2	2	3.1e-05	0.28	11.1	5.1	9	24	92	107	73	109	0.93
DUF2184	PF09950.9	251	IFIEMDKF_00008	-	319	2.7999999999999996e-71	239.8	0.0	1	1	1.8999999999999995e-75	3.2999999999999998e-71	239.6	0.0	1	251	61	314	61	314	0.98
DUF2190	PF09956.9	102	IFIEMDKF_00009	-	161	0.05	14.1	3.0	1	1	5.7000000000000005e-06	0.1	13.1	3.0	7	98	29	149	24	153	0.66
DUF2213	PF09979.9	168	IFIEMDKF_00010	-	377	8e-43	146.3	0.5	1	2	2.8999999999999997e-46	1.7e-42	145.3	0.1	3	167	14	181	12	182	0.97
DUF2213	PF09979.9	168	IFIEMDKF_00010	-	377	8e-43	146.3	0.5	2	2	0.38	2300.0	-1.6	0.1	45	77	216	247	203	289	0.71
DUF1786	PF08735.10	252	IFIEMDKF_00010	-	377	0.037000000000000005	13.3	0.7	1	1	1e-05	0.06	12.6	0.7	2	65	189	252	188	273	0.86
FAM76	PF16046.5	300	IFIEMDKF_00010	-	377	0.083	12.2	0.3	1	1	1.9e-05	0.11	11.8	0.3	202	270	212	276	161	292	0.73
DUF1073	PF06381.11	357	IFIEMDKF_00011	-	598	7.099999999999999e-112	373.7	0.0	1	1	1.3999999999999997e-115	8.499999999999998e-112	373.5	0.0	3	356	40	385	38	386	0.98
2_5_RNA_ligase2	PF13563.6	152	IFIEMDKF_00011	-	598	0.0042	17.0	0.0	1	1	3.4e-06	0.02	14.8	0.0	15	127	475	581	462	589	0.8
TruB-C_2	PF09157.11	58	IFIEMDKF_00011	-	598	0.0058	16.6	0.1	1	1	2.6e-06	0.016	15.3	0.1	30	56	97	123	84	124	0.88
Terminase_6	PF03237.15	215	IFIEMDKF_00012	-	428	1.9e-30	106.2	0.0	1	1	3.3e-34	3e-30	105.5	0.0	2	209	21	232	21	237	0.96
Terminase_6C	PF17289.2	155	IFIEMDKF_00012	-	428	1.3e-06	28.6	0.0	1	1	2.5e-10	2.3e-06	27.8	0.0	1	154	253	415	253	416	0.89
DUF2280	PF10045.9	103	IFIEMDKF_00013	-	153	1.5e-50	169.8	0.4	1	1	1.1999999999999999e-54	2.2e-50	169.2	0.4	1	103	1	103	1	103	0.99
Phage_holin_3_7	PF05449.11	80	IFIEMDKF_00017	-	105	2.2999999999999998e-11	43.5	0.3	1	1	3.7e-15	3.3e-11	43.1	0.3	8	80	18	95	10	95	0.84
PIG-P	PF08510.12	121	IFIEMDKF_00017	-	105	0.31	11.0	0.1	1	2	1.2	11000.0	-3.7	0.1	6	18	13	25	11	27	0.61
PIG-P	PF08510.12	121	IFIEMDKF_00017	-	105	0.31	11.0	0.1	2	2	3.4e-05	0.31	11.0	0.1	17	61	39	83	30	93	0.89
Phage_holin_8	PF16931.5	123	IFIEMDKF_00018	-	129	6.9e-18	64.8	3.5	1	1	4.1e-22	7.4e-18	64.7	3.5	1	96	1	96	1	127	0.9
NrsF	PF06532.11	204	IFIEMDKF_00019	-	87	0.048	13.4	3.3	1	1	5.6000000000000006e-05	0.33	10.6	2.9	46	103	14	73	10	81	0.76
OPT	PF03169.15	616	IFIEMDKF_00019	-	87	0.07400000000000001	11.7	1.4	1	1	1.4000000000000001e-05	0.081	11.5	1.4	556	611	13	69	2	73	0.8
ASFV_L11L	PF05293.11	78	IFIEMDKF_00019	-	87	0.15	12.4	0.1	1	2	2.6000000000000002e-05	0.15	12.4	0.1	18	42	13	37	5	42	0.81
ASFV_L11L	PF05293.11	78	IFIEMDKF_00019	-	87	0.15	12.4	0.1	2	2	1.6	9500.0	-3.0	0.1	33	41	58	66	52	70	0.55
Bac_globin	PF01152.21	121	IFIEMDKF_00020	-	196	0.083	13.0	1.9	1	2	0.0048	86.0	3.3	0.6	70	99	35	64	31	76	0.82
Bac_globin	PF01152.21	121	IFIEMDKF_00020	-	196	0.083	13.0	1.9	2	2	9.4e-05	1.7	8.8	0.7	37	70	79	112	45	126	0.7
NinG	PF05766.12	186	IFIEMDKF_00022	-	200	6.799999999999999e-67	225.0	4.4	1	1	1.7999999999999998e-70	8.099999999999999e-67	224.8	4.4	2	186	4	197	3	197	0.94
DUF4211	PF13926.6	144	IFIEMDKF_00022	-	200	0.0043	17.1	1.2	1	3	0.48	2200.0	-1.4	0.1	61	77	54	70	34	86	0.54
DUF4211	PF13926.6	144	IFIEMDKF_00022	-	200	0.0043	17.1	1.2	2	3	2e-06	0.0092	16.0	0.0	82	125	103	144	95	156	0.82
DUF4211	PF13926.6	144	IFIEMDKF_00022	-	200	0.0043	17.1	1.2	3	3	2.4	11000.0	-3.6	0.0	63	76	184	197	173	198	0.63
Nop25	PF09805.9	137	IFIEMDKF_00022	-	200	0.0067	16.9	0.2	1	1	2.6e-06	0.012	16.1	0.2	34	77	45	87	42	112	0.86
DUF4217	PF13959.6	61	IFIEMDKF_00022	-	200	0.1	12.8	1.2	1	2	0.0088	40.0	4.5	0.1	7	28	36	57	33	62	0.87
DUF4217	PF13959.6	61	IFIEMDKF_00022	-	200	0.1	12.8	1.2	2	2	0.0017	7.5	6.9	0.1	9	28	67	86	60	90	0.86
NinB	PF05772.12	131	IFIEMDKF_00023	-	132	1.4999999999999997e-36	125.1	0.2	1	1	1.7999999999999998e-40	1.6e-36	125.0	0.2	6	131	5	123	1	123	0.91
DUF2064	PF09837.9	123	IFIEMDKF_00023	-	132	0.051	13.4	0.0	1	2	0.39	3500.0	-2.2	0.0	15	20	30	35	13	59	0.52
DUF2064	PF09837.9	123	IFIEMDKF_00023	-	132	0.051	13.4	0.0	2	2	1.2e-05	0.11	12.4	0.0	86	118	76	106	60	111	0.75
Phage_lambda_P	PF06992.11	162	IFIEMDKF_00026	-	241	4.2e-28	98.1	0.5	1	1	4.8e-31	4.3e-27	94.8	0.5	2	92	32	121	31	179	0.84
GA-like	PF17573.2	50	IFIEMDKF_00026	-	241	0.0093	15.9	0.2	1	1	2.5e-06	0.022000000000000002	14.7	0.2	5	33	54	79	52	92	0.8
HTH_36	PF13730.6	55	IFIEMDKF_00027	-	249	3.3e-06	27.0	0.0	1	2	2.9e-09	8.599999999999999e-06	25.6	0.0	3	55	23	75	21	75	0.96
HTH_36	PF13730.6	55	IFIEMDKF_00027	-	249	3.3e-06	27.0	0.0	2	2	2.4	7300.0	-3.0	0.0	16	27	207	218	207	219	0.82
MarR_2	PF12802.7	62	IFIEMDKF_00027	-	249	0.0012	18.7	0.0	1	1	7.5e-07	0.0022	17.8	0.0	26	61	50	84	42	85	0.85
Cdc6_C	PF09079.11	84	IFIEMDKF_00027	-	249	0.0031	17.4	0.1	1	1	1.9e-06	0.0058	16.6	0.1	37	75	57	94	45	96	0.92
