target_name	acc	target_len	query_name	acc_2	query_len	full_evalue	full_score	full_bias	dom_num	of	dom_c-Evalue	dom_i-Evalue	dom_score	dom_bias	hmm_from	hmm_to	ali_from	ali_to	env_from	env_to	acc3
BstA	-	285	EONKLDOH_00001	-	219	2.7e-35	121.8	0.0	1	1	2e-38	3.5e-35	121.4	0.0	23	148	18	139	16	162	0.88
MarR_2	PF12802.7	62	EONKLDOH_00001	-	219	0.015	15.2	0.0	1	1	1.4999999999999999e-05	0.027000000000000003	14.4	0.0	21	45	23	47	10	50	0.85
HTH_3	PF01381.22	55	EONKLDOH_00001	-	219	0.044000000000000004	13.8	0.0	1	1	6.3e-05	0.11	12.5	0.0	9	34	23	48	22	53	0.89
HTH_38	PF13936.6	44	EONKLDOH_00001	-	219	0.055999999999999994	13.2	0.0	1	1	6.2e-05	0.11	12.3	0.0	20	39	23	42	21	46	0.91
MarR	PF01047.22	59	EONKLDOH_00001	-	219	0.085	12.8	0.0	1	1	9.8e-05	0.18	11.8	0.0	17	40	23	46	22	48	0.92
HTH_19	PF12844.7	65	EONKLDOH_00001	-	219	0.12	12.4	0.0	1	1	0.00016	0.29	11.2	0.0	12	52	23	64	22	76	0.87
HTH_17	PF12728.7	51	EONKLDOH_00001	-	219	0.12	12.5	0.0	1	2	0.0065	12.0	6.2	0.0	2	23	24	45	24	71	0.9
HTH_17	PF12728.7	51	EONKLDOH_00001	-	219	0.12	12.5	0.0	2	2	0.035	63.0	3.9	0.0	20	47	112	149	110	151	0.67
HTH_6	PF01418.17	77	EONKLDOH_00001	-	219	0.13	12.3	0.1	1	1	0.00013000000000000002	0.22	11.5	0.1	26	55	15	44	11	50	0.86
HTH_29	PF13551.6	63	EONKLDOH_00001	-	219	0.16	12.0	0.0	1	1	0.00016999999999999999	0.3	11.1	0.0	11	39	23	50	17	75	0.84
HTH_Tnp_ISL3	PF13542.6	52	EONKLDOH_00001	-	219	0.18	11.2	0.0	1	1	0.00018999999999999998	0.34	10.4	0.0	26	44	23	40	21	47	0.86
Mistic	PF11458.8	74	EONKLDOH_00002	-	80	0.036000000000000004	14.0	0.1	1	2	0.0011	20.0	5.2	0.0	53	72	11	30	9	32	0.88
Mistic	PF11458.8	74	EONKLDOH_00002	-	80	0.036000000000000004	14.0	0.1	2	2	0.0003	5.4	7.1	0.1	41	67	51	77	37	79	0.75
DDE_Tnp_1	PF01609.21	214	EONKLDOH_00004	-	351	8.800000000000001e-19	68.0	0.1	1	2	0.15	910.0	-0.7	0.1	91	143	60	110	47	123	0.59
DDE_Tnp_1	PF01609.21	214	EONKLDOH_00004	-	351	8.800000000000001e-19	68.0	0.1	2	2	4.7e-22	2.7999999999999997e-18	66.3	0.0	7	214	114	310	108	310	0.85
DDE_Tnp_1_4	PF13701.6	435	EONKLDOH_00004	-	351	0.0098	14.2	0.0	1	3	0.27	1600.0	-3.0	0.0	418	430	83	95	46	123	0.6
DDE_Tnp_1_4	PF13701.6	435	EONKLDOH_00004	-	351	0.0098	14.2	0.0	2	3	0.064	380.0	-0.9	0.0	223	253	181	211	172	221	0.91
DDE_Tnp_1_4	PF13701.6	435	EONKLDOH_00004	-	351	0.0098	14.2	0.0	3	3	9.4e-06	0.055999999999999994	11.7	0.0	306	372	242	313	226	320	0.89
NdhM	PF10664.9	107	EONKLDOH_00004	-	351	0.12	12.6	0.0	1	1	5.1e-05	0.31	11.3	0.0	40	104	84	149	69	152	0.79
HemolysinCabind	PF00353.19	36	EONKLDOH_00006	-	403	1.8e-09	37.4	19.2	1	2	2.6e-13	4.6e-09	36.1	10.7	1	36	256	291	248	291	0.98
HemolysinCabind	PF00353.19	36	EONKLDOH_00006	-	403	1.8e-09	37.4	19.2	2	2	0.0006900000000000001	12.0	6.0	1.3	16	30	307	321	302	330	0.63
NERD	PF08378.11	108	EONKLDOH_00007	-	84	5e-11	43.0	0.0	1	1	3.2e-15	5.7000000000000003e-11	42.8	0.0	4	60	17	75	14	83	0.87
Radical_SAM	PF04055.21	167	EONKLDOH_00008	-	277	9e-18	65.2	0.0	1	1	3.6e-21	1.6e-17	64.4	0.0	7	159	14	155	11	163	0.89
Fer4_12	PF13353.6	139	EONKLDOH_00008	-	277	1.3e-06	28.7	0.0	1	1	5.1e-10	2.3e-06	27.9	0.0	10	111	9	102	4	122	0.83
Fer4_14	PF13394.6	118	EONKLDOH_00008	-	277	0.022000000000000002	14.9	0.0	1	1	1.4000000000000001e-05	0.063	13.4	0.0	7	92	13	88	8	110	0.68
SepQ	PF06622.11	305	EONKLDOH_00008	-	277	0.039	13.0	0.1	1	1	1.6e-05	0.073	12.2	0.1	139	180	195	238	170	245	0.72
