target_name	acc	target_len	query_name	acc_2	query_len	full_evalue	full_score	full_bias	dom_num	of	dom_c-Evalue	dom_i-Evalue	dom_score	dom_bias	hmm_from	hmm_to	ali_from	ali_to	env_from	env_to	acc3
Fimbrial	PF00419.20	154	BBDGLGOG_00001	-	180	6.3e-23	81.7	7.2	1	1	8.6e-27	7.700000000000001e-23	81.4	7.2	1	153	30	179	30	180	0.89
FimA	PF16970.5	143	BBDGLGOG_00001	-	180	0.035	14.3	5.5	1	1	1.7e-05	0.15	12.2	4.3	9	78	62	130	56	180	0.67
PapD_N	PF00345.20	125	BBDGLGOG_00002	-	230	4e-37	126.9	0.1	1	2	9.599999999999999e-41	8.6e-37	125.8	0.1	1	124	26	145	26	146	0.91
PapD_N	PF00345.20	125	BBDGLGOG_00002	-	230	4e-37	126.9	0.1	2	2	0.45	4000.0	-2.3	0.0	18	38	163	184	157	199	0.71
PapD_C	PF02753.17	63	BBDGLGOG_00002	-	230	4.7e-11	42.9	0.7	1	2	0.93	8300.0	-2.8	0.0	31	39	83	95	67	109	0.67
PapD_C	PF02753.17	63	BBDGLGOG_00002	-	230	4.7e-11	42.9	0.7	2	2	1.1e-14	9.900000000000001e-11	41.8	0.4	1	62	167	222	167	223	0.9
Usher	PF00577.20	551	BBDGLGOG_00003	-	869	3.399999999999998e-220	732.6	19.7	1	1	1.0999999999999997e-223	3.9999999999999984e-220	732.3	19.7	5	551	202	777	198	777	0.99
PapC_N	PF13954.6	146	BBDGLGOG_00003	-	869	3.5e-47	160.1	0.0	1	1	2e-50	7.2e-47	159.1	0.0	1	145	38	187	38	188	0.98
PapC_C	PF13953.6	66	BBDGLGOG_00003	-	869	7.4e-23	80.2	0.1	1	1	5.1e-26	1.8000000000000001e-22	78.9	0.1	1	66	786	850	786	850	0.97
DUF4888	PF16229.5	141	BBDGLGOG_00003	-	869	0.0062	16.5	0.9	1	1	4.2999999999999995e-06	0.015	15.2	0.9	16	121	547	655	539	665	0.85
OEP	PF02321.18	188	BBDGLGOG_00003	-	869	0.027999999999999997	14.2	5.2	1	2	0.0029	10.0	5.9	0.8	26	90	519	606	509	619	0.7
OEP	PF02321.18	188	BBDGLGOG_00003	-	869	0.027999999999999997	14.2	5.2	2	2	0.00027	0.95	9.2	0.3	31	78	658	704	650	718	0.74
Fimbrial	PF00419.20	154	BBDGLGOG_00004	-	335	3e-23	82.8	0.1	1	1	2.5e-27	4.4000000000000005e-23	82.2	0.1	2	154	188	335	187	335	0.97
Fimbrial	PF00419.20	154	BBDGLGOG_00005	-	171	1.3e-17	64.5	0.1	1	1	2.6e-21	1.5e-17	64.2	0.1	1	154	29	171	27	171	0.89
FimA	PF16970.5	143	BBDGLGOG_00005	-	171	0.0076	16.4	0.2	1	1	5.9999999999999995e-05	0.36	11.0	0.2	7	142	59	170	55	171	0.6
SIP	PF04954.13	119	BBDGLGOG_00005	-	171	0.031	14.8	0.0	1	1	6.7e-06	0.04	14.4	0.0	3	52	60	110	58	150	0.75
Response_reg	PF00072.24	112	BBDGLGOG_00006	-	210	3.0999999999999995e-27	94.9	0.2	1	1	2.4e-30	5.4e-27	94.2	0.2	1	111	6	117	6	118	0.98
GerE	PF00196.19	57	BBDGLGOG_00006	-	210	9.300000000000001e-24	82.8	0.2	1	1	7.2e-27	1.6000000000000002e-23	82.0	0.2	2	57	149	204	148	204	0.98
Sigma70_r4_2	PF08281.12	54	BBDGLGOG_00006	-	210	0.003	17.2	0.0	1	1	2.5e-06	0.0055	16.3	0.0	22	48	160	186	150	192	0.82
HTH_24	PF13412.6	48	BBDGLGOG_00006	-	210	0.0033	17.0	0.1	1	1	4.1e-06	0.0091	15.5	0.1	17	37	164	184	151	184	0.89
Sigma70_r4	PF04545.16	50	BBDGLGOG_00006	-	210	0.0057	16.1	0.2	1	2	0.85	1900.0	-1.5	0.1	36	42	70	76	68	78	0.82
Sigma70_r4	PF04545.16	50	BBDGLGOG_00006	-	210	0.0057	16.1	0.2	2	2	8.2e-06	0.018000000000000002	14.5	0.0	10	48	153	192	151	193	0.92
HTH_38	PF13936.6	44	BBDGLGOG_00006	-	210	0.14	11.9	0.1	1	2	2.7	6100.0	-2.9	0.0	10	19	16	25	16	26	0.82
HTH_38	PF13936.6	44	BBDGLGOG_00006	-	210	0.14	11.9	0.1	2	2	0.00018999999999999998	0.42	10.4	0.0	12	38	156	182	150	183	0.88
HTH_23	PF13384.6	50	BBDGLGOG_00006	-	210	0.19	11.6	0.0	1	1	0.0002	0.44	10.4	0.0	10	35	156	182	150	187	0.85
Sigma70_ECF	PF07638.11	185	BBDGLGOG_00006	-	210	0.2	11.5	0.0	1	1	0.00013000000000000002	0.3	11.0	0.0	146	169	158	182	139	192	0.8
Phage_integrase	PF00589.22	172	BBDGLGOG_00008	-	387	1.1e-46	158.8	0.2	1	2	0.04	360.0	0.8	0.1	70	113	57	125	34	141	0.56
Phage_integrase	PF00589.22	172	BBDGLGOG_00008	-	387	1.1e-46	158.8	0.2	2	2	1e-49	8.900000000000001e-46	155.8	0.0	2	170	185	353	184	355	0.99
TAL_FSA	PF00923.19	287	BBDGLGOG_00008	-	387	0.094	12.0	0.2	1	1	1.8e-05	0.17	11.2	0.2	73	117	130	178	91	188	0.72
DUF4222	PF13973.6	53	BBDGLGOG_00009	-	92	7.4e-19	67.1	0.5	1	1	5.4e-23	9.7e-19	66.7	0.5	1	53	3	53	3	53	0.97
zf-dskA_traR	PF01258.17	36	BBDGLGOG_00010	-	72	4.4e-09	36.1	8.5	1	1	1.6e-12	5.6000000000000005e-09	35.8	8.5	4	35	33	64	27	65	0.91
HypA	PF01155.19	112	BBDGLGOG_00010	-	72	0.013000000000000001	15.5	3.7	1	1	4.2999999999999995e-06	0.015	15.3	3.7	49	99	12	63	4	69	0.79
C1_1	PF00130.22	53	BBDGLGOG_00010	-	72	0.031	14.1	5.0	1	1	2e-05	0.07200000000000001	13.0	4.9	9	37	30	62	20	66	0.75
zf-HYPF	PF07503.12	34	BBDGLGOG_00010	-	72	0.35	10.7	7.6	1	3	0.00058	2.1	8.2	0.4	14	27	22	35	12	39	0.83
zf-HYPF	PF07503.12	34	BBDGLGOG_00010	-	72	0.35	10.7	7.6	2	3	0.37	1300.0	-0.8	0.3	8	16	37	47	36	53	0.61
zf-HYPF	PF07503.12	34	BBDGLGOG_00010	-	72	0.35	10.7	7.6	3	3	0.0026	9.3	6.1	0.3	1	10	55	64	55	69	0.85
DUF2116	PF09889.9	59	BBDGLGOG_00010	-	72	3.7	7.6	8.5	1	1	0.0058	21.0	5.2	8.5	5	26	34	55	31	70	0.73
ZapA	PF05164.13	88	BBDGLGOG_00011	-	71	0.023	15.1	0.0	1	1	5e-06	0.03	14.8	0.0	16	48	3	35	1	40	0.89
PriCT_1	PF08708.11	67	BBDGLGOG_00011	-	71	0.024	14.3	0.1	1	1	5.0999999999999995e-06	0.03	14.0	0.1	31	64	6	42	2	44	0.9
Viral_DNA_Zn_bi	PF03728.13	98	BBDGLGOG_00011	-	71	0.07400000000000001	13.6	0.0	1	1	1.3000000000000001e-05	0.075	13.6	0.0	21	69	1	47	1	70	0.79
DUF1382	PF07131.11	60	BBDGLGOG_00012	-	39	7.5e-22	77.1	0.2	1	1	4.3e-26	7.699999999999999e-22	77.1	0.2	1	37	1	37	1	39	0.98
DUF1317	PF07026.11	60	BBDGLGOG_00013	-	60	7.7e-39	131.3	0.0	1	1	4.7e-43	8.4e-39	131.2	0.0	1	60	1	60	1	60	0.99
YqaJ	PF09588.10	148	BBDGLGOG_00014	-	226	8.3e-25	87.7	0.0	1	1	1.4999999999999998e-28	1.3e-24	87.0	0.0	2	146	24	166	23	168	0.84
Viral_alk_exo	PF01771.17	480	BBDGLGOG_00014	-	226	0.0027	16.6	0.0	1	1	4.5e-07	0.004	16.1	0.0	125	183	23	93	15	103	0.85
RecT	PF03837.14	199	BBDGLGOG_00015	-	261	2.6e-29	102.1	0.0	1	2	7.4e-19	1.3e-14	54.1	0.0	5	82	24	98	21	103	0.94
RecT	PF03837.14	199	BBDGLGOG_00015	-	261	2.6e-29	102.1	0.0	2	2	2.1e-16	3.7e-12	46.2	0.0	117	195	104	182	98	188	0.86
Gam	PF06064.11	98	BBDGLGOG_00016	-	98	3e-63	210.1	5.2	1	1	1.8999999999999996e-67	3.2999999999999994e-63	210.0	5.2	1	98	1	98	1	98	1.0
