target_name	acc	target_len	query_name	acc_2	query_len	full_evalue	full_score	full_bias	dom_num	of	dom_c-Evalue	dom_i-Evalue	dom_score	dom_bias	hmm_from	hmm_to	ali_from	ali_to	env_from	env_to	acc3
HeH	PF12949.7	35	NMIKDGED_00004	-	102	1.3e-06	28.0	0.0	1	1	3.1e-10	1.9e-06	27.5	0.0	1	32	67	98	67	100	0.95
Ish1	PF10281.9	37	NMIKDGED_00004	-	102	0.01	16.1	0.0	1	1	2.7000000000000004e-06	0.016	15.5	0.0	8	33	74	98	72	99	0.89
HisG	PF01634.18	160	NMIKDGED_00004	-	102	0.040999999999999995	13.8	0.0	1	1	7.499999999999999e-06	0.045	13.7	0.0	64	108	28	74	1	80	0.74
MAP7	PF05672.11	163	NMIKDGED_00006	-	238	0.0055	16.4	12.8	1	1	1.9e-06	0.0084	15.8	12.8	20	82	48	112	42	130	0.83
Mod_r	PF07200.13	146	NMIKDGED_00006	-	238	0.006	16.7	2.6	1	1	2.8999999999999998e-06	0.013000000000000001	15.6	2.6	27	88	39	100	25	119	0.86
Spt5_N	PF11942.8	99	NMIKDGED_00006	-	238	0.026000000000000002	15.5	2.8	1	1	1e-05	0.047	14.7	2.8	33	84	52	102	31	131	0.73
AAA_16	PF13191.6	170	NMIKDGED_00006	-	238	5.3	7.4	6.6	1	1	0.0019	8.4	6.7	6.6	85	156	54	177	20	190	0.68
Phage_Mu_F	PF04233.14	112	NMIKDGED_00008	-	362	2.5000000000000003e-12	47.5	0.1	1	1	3e-16	5.4000000000000004e-12	46.4	0.1	5	111	155	264	151	265	0.9
DUF4055	PF13264.6	135	NMIKDGED_00009	-	487	2.3e-47	160.5	0.4	1	1	2.0999999999999997e-51	3.8e-47	159.8	0.4	1	135	259	398	259	398	0.97
Terminase_6	PF03237.15	215	NMIKDGED_00010	-	433	3.0999999999999995e-27	95.7	0.0	1	1	4.8e-31	4.3e-27	95.2	0.0	2	209	21	232	20	237	0.9
Terminase_6C	PF17289.2	155	NMIKDGED_00010	-	433	2.8e-06	27.5	0.0	1	1	5e-10	4.5e-06	26.8	0.0	1	154	253	416	253	417	0.75
DUF2280	PF10045.9	103	NMIKDGED_00011	-	153	6.399999999999999e-50	167.7	0.2	1	1	4.7999999999999997e-54	8.5e-50	167.3	0.2	1	103	1	103	1	103	0.99
