target_name	acc	target_len	query_name	acc_2	query_len	full_evalue	full_score	full_bias	dom_num	of	dom_c-Evalue	dom_i-Evalue	dom_score	dom_bias	hmm_from	hmm_to	ali_from	ali_to	env_from	env_to	acc3
Peptidase_S74	PF13884.6	58	BOCFFHAD_00002	-	410	1.3999999999999999e-12	47.7	0.0	1	1	2.2000000000000002e-16	4e-12	46.3	0.0	1	58	293	345	293	345	0.96
DUF1983	PF09327.11	81	BOCFFHAD_00004	-	258	5.899999999999999e-19	67.9	3.6	1	2	0.93	8400.0	-3.0	0.0	4	18	69	83	66	89	0.76
DUF1983	PF09327.11	81	BOCFFHAD_00004	-	258	5.899999999999999e-19	67.9	3.6	2	2	8.899999999999999e-23	8e-19	67.5	2.5	1	81	94	175	94	175	0.99
DUF1439	PF07273.12	152	BOCFFHAD_00004	-	258	0.019	14.8	0.2	1	2	6e-06	0.054000000000000006	13.3	0.0	3	98	32	124	31	140	0.86
DUF1439	PF07273.12	152	BOCFFHAD_00004	-	258	0.019	14.8	0.2	2	2	0.3	2700.0	-1.9	0.0	82	107	170	195	168	198	0.84
Phage-tail_3	PF13550.6	164	BOCFFHAD_00005	-	378	5e-06	26.5	0.0	1	1	4.900000000000001e-10	8.8e-06	25.7	0.0	59	162	45	155	24	156	0.82
DUF4393	PF14337.6	192	BOCFFHAD_00007	-	121	0.013999999999999999	15.2	0.5	1	1	8e-07	0.013999999999999999	15.2	0.5	84	188	6	117	1	121	0.7
Fibin	PF15819.5	190	BOCFFHAD_00008	-	121	0.0084	15.9	0.3	1	2	7.5e-07	0.013000000000000001	15.2	0.1	101	154	20	76	8	85	0.78
Fibin	PF15819.5	190	BOCFFHAD_00008	-	121	0.0084	15.9	0.3	2	2	0.22	4000.0	-2.6	0.0	97	120	94	117	91	119	0.75
Phage_lysozyme	PF00959.19	109	BOCFFHAD_00011	-	148	7.700000000000001e-23	81.0	0.0	1	1	1e-26	9.199999999999999e-23	80.8	0.0	1	108	28	138	28	139	0.98
T6_Ig_like	PF18002.1	144	BOCFFHAD_00011	-	148	0.14	12.1	0.0	1	1	2.8000000000000003e-05	0.26	11.2	0.0	16	51	100	136	92	143	0.82
Phage_holin_3_7	PF05449.11	80	BOCFFHAD_00012	-	94	1.1e-29	102.2	7.6	1	1	7.099999999999999e-34	1.3e-29	102.0	7.6	2	80	11	89	10	89	0.98
