target_name	acc	target_len	query_name	acc_2	query_len	full_evalue	full_score	full_bias	dom_num	of	dom_c-Evalue	dom_i-Evalue	dom_score	dom_bias	hmm_from	hmm_to	ali_from	ali_to	env_from	env_to	acc3
Gly_radical	PF01228.21	106	FJPBDHCK_00001	-	127	2.8999999999999997e-22	79.2	0.1	1	2	2.9e-26	5.3e-22	78.4	0.0	20	106	16	108	6	108	0.85
Gly_radical	PF01228.21	106	FJPBDHCK_00001	-	127	2.8999999999999997e-22	79.2	0.1	2	2	0.45	8100.0	-2.6	0.1	88	98	112	122	111	122	0.86
LysE	PF01810.18	193	FJPBDHCK_00002	-	195	4.2999999999999993e-14	52.4	16.1	1	1	2.7999999999999997e-18	5e-14	52.2	16.1	2	190	15	194	14	195	0.8
LysR_substrate	PF03466.20	209	FJPBDHCK_00003	-	293	1.1999999999999999e-41	142.4	0.1	1	1	1.8e-45	1.6e-41	142.0	0.1	3	206	87	288	85	290	0.97
HTH_1	PF00126.27	60	FJPBDHCK_00003	-	293	2.9e-16	59.2	0.1	1	1	7.200000000000001e-20	6.4e-16	58.1	0.1	1	60	3	62	3	62	0.97
DEAD	PF00270.29	176	FJPBDHCK_00004	-	444	3.6e-47	160.4	0.0	1	2	5.7e-50	1.7e-46	158.2	0.0	1	174	28	197	28	199	0.95
DEAD	PF00270.29	176	FJPBDHCK_00004	-	444	3.6e-47	160.4	0.0	2	2	0.3	890.0	-0.5	0.0	43	104	244	305	231	312	0.67
Helicase_C	PF00271.31	111	FJPBDHCK_00004	-	444	7.999999999999999e-31	106.7	0.0	1	2	0.019	56.0	4.1	0.0	4	73	64	133	60	176	0.78
Helicase_C	PF00271.31	111	FJPBDHCK_00004	-	444	7.999999999999999e-31	106.7	0.0	2	2	3.5e-32	1e-28	99.8	0.0	3	111	236	343	234	343	0.92
ResIII	PF04851.15	171	FJPBDHCK_00004	-	444	3.8e-09	36.8	0.2	1	2	3.1e-12	9.3e-09	35.5	0.0	30	170	47	192	14	193	0.84
ResIII	PF04851.15	171	FJPBDHCK_00004	-	444	3.8e-09	36.8	0.2	2	2	3.3	9900.0	-3.6	0.3	86	94	404	412	379	426	0.45
AAA_19	PF13245.6	146	FJPBDHCK_00004	-	444	0.00011	22.5	0.1	1	1	1e-07	0.00031	21.1	0.1	1	117	31	166	31	256	0.72
AAA_22	PF13401.6	137	FJPBDHCK_00004	-	444	0.017	15.4	0.1	1	2	2.8999999999999997e-05	0.085	13.1	0.0	12	107	48	166	47	185	0.73
AAA_22	PF13401.6	137	FJPBDHCK_00004	-	444	0.017	15.4	0.1	2	2	1.1	3100.0	-1.7	0.0	47	72	212	247	185	270	0.61
CMS1	PF14617.6	252	FJPBDHCK_00004	-	444	0.055999999999999994	12.8	0.0	1	2	1.9e-05	0.055999999999999994	12.8	0.0	121	209	71	158	49	166	0.71
CMS1	PF14617.6	252	FJPBDHCK_00004	-	444	0.055999999999999994	12.8	0.0	2	2	1.4	4100.0	-3.1	6.7	12	36	403	426	382	439	0.62
MTS	PF05175.14	169	FJPBDHCK_00005	-	245	3.2e-13	49.6	0.0	1	1	8.800000000000001e-16	6.6e-13	48.6	0.0	33	112	46	130	33	176	0.85
Methyltransf_25	PF13649.6	97	FJPBDHCK_00005	-	245	5.1e-09	36.7	0.0	1	1	1.1e-11	7.9e-09	36.1	0.0	2	71	49	122	48	143	0.87
Cons_hypoth95	PF03602.15	182	FJPBDHCK_00005	-	245	6.3e-08	32.5	0.0	1	1	1.1000000000000001e-10	8e-08	32.1	0.0	36	130	39	131	33	161	0.83
Methyltransf_3	PF01596.17	212	FJPBDHCK_00005	-	245	2.2e-07	30.3	0.0	1	1	3.9e-10	2.9e-07	29.9	0.0	26	127	24	119	4	128	0.85
Methyltransf_31	PF13847.6	152	FJPBDHCK_00005	-	245	1.7e-06	27.9	0.0	1	1	2.9e-09	2.2e-06	27.5	0.0	6	82	47	132	44	194	0.81
PrmA	PF06325.13	296	FJPBDHCK_00005	-	245	4.2000000000000004e-06	26.4	0.0	1	1	7.8e-09	5.7999999999999995e-06	25.9	0.0	163	233	46	122	38	123	0.79
UPF0020	PF01170.18	197	FJPBDHCK_00005	-	245	1.1e-05	25.3	0.0	1	1	1.8e-08	1.3000000000000001e-05	25.0	0.0	72	132	65	129	24	187	0.77
Methyltransf_18	PF12847.7	151	FJPBDHCK_00005	-	245	1.9e-05	24.6	0.0	1	1	4.2e-08	3.1e-05	23.9	0.0	16	83	46	114	37	121	0.86
PCMT	PF01135.19	210	FJPBDHCK_00005	-	245	6.500000000000001e-05	22.8	0.0	1	1	1.2e-07	9.300000000000001e-05	22.3	0.0	73	133	44	105	33	121	0.87
Methyltransf_11	PF08241.12	96	FJPBDHCK_00005	-	245	7.8e-05	23.3	0.0	1	1	2.3e-07	0.00016999999999999999	22.2	0.0	1	68	49	122	49	167	0.91
Methyltransf_23	PF13489.6	165	FJPBDHCK_00005	-	245	9e-05	22.4	0.0	1	2	3.1e-06	0.0023	17.8	0.0	24	89	46	122	22	125	0.65
Methyltransf_23	PF13489.6	165	FJPBDHCK_00005	-	245	9e-05	22.4	0.0	2	2	0.15	110.0	2.5	0.0	96	120	146	170	142	205	0.81
PRMT5	PF05185.16	173	FJPBDHCK_00005	-	245	0.00011	22.2	0.0	1	1	2e-07	0.00015	21.7	0.0	71	143	51	121	43	123	0.86
Methyltransf_10	PF05971.12	299	FJPBDHCK_00005	-	245	0.00018	21.0	0.0	1	1	3e-07	0.00022	20.6	0.0	103	202	45	140	32	166	0.78
NodS	PF05401.11	201	FJPBDHCK_00005	-	245	0.00088	18.9	0.0	1	1	1.8000000000000001e-06	0.0014	18.3	0.0	44	118	45	126	40	134	0.79
TrmK	PF04816.12	205	FJPBDHCK_00005	-	245	0.001	18.7	0.0	1	1	1.9e-06	0.0014	18.2	0.0	2	65	49	113	48	120	0.92
RrnaAD	PF00398.20	265	FJPBDHCK_00005	-	245	0.0017	17.5	0.0	1	1	3.2e-06	0.0024	17.0	0.0	34	112	48	125	44	131	0.83
Methyltransf_32	PF13679.6	158	FJPBDHCK_00005	-	245	0.0022	18.0	0.0	1	1	4.1e-06	0.003	17.5	0.0	27	96	46	112	39	156	0.78
Methyltransf_12	PF08242.12	99	FJPBDHCK_00005	-	245	0.0051	17.5	0.0	1	1	1.1e-05	0.0081	16.9	0.0	1	72	49	121	49	123	0.75
Methyltransf_4	PF02390.17	173	FJPBDHCK_00005	-	245	0.0089	15.5	0.0	1	1	2.1e-05	0.016	14.7	0.0	5	60	48	105	45	115	0.83
Methyltransf_16	PF10294.9	174	FJPBDHCK_00005	-	245	0.013999999999999999	15.2	0.0	1	1	2.8000000000000003e-05	0.021	14.6	0.0	48	126	46	121	40	132	0.69
CMAS	PF02353.20	273	FJPBDHCK_00005	-	245	0.042	13.2	0.0	1	1	9.499999999999999e-05	0.071	12.4	0.0	65	133	47	121	41	123	0.79
Eco57I	PF07669.11	106	FJPBDHCK_00005	-	245	0.05	14.1	0.0	1	1	0.00011999999999999999	0.086	13.4	0.0	2	18	115	131	114	185	0.79
Met_10	PF02475.16	199	FJPBDHCK_00005	-	245	0.067	12.9	0.0	1	1	0.00011999999999999999	0.086	12.6	0.0	104	175	48	122	42	166	0.84
N6_Mtase	PF02384.16	312	FJPBDHCK_00005	-	245	0.18	11.1	0.0	1	1	0.00028	0.21	10.8	0.0	107	147	98	137	46	170	0.73
FAD_binding_2	PF00890.24	417	FJPBDHCK_00006	-	540	2.899999999999999e-106	356.0	1.5	1	1	2.6999999999999996e-109	3.4999999999999995e-106	355.8	1.5	1	417	10	392	10	392	0.95
Succ_DH_flav_C	PF02910.20	128	FJPBDHCK_00006	-	540	1.5999999999999998e-14	54.0	0.0	1	1	2.7e-17	3.5e-14	52.9	0.0	2	88	441	521	440	532	0.91
Pyr_redox_2	PF07992.14	294	FJPBDHCK_00006	-	540	9.000000000000001e-11	41.5	0.6	1	2	5.3e-09	6.8e-06	25.5	0.2	2	112	10	209	9	220	0.85
Pyr_redox_2	PF07992.14	294	FJPBDHCK_00006	-	540	9.000000000000001e-11	41.5	0.6	2	2	3.9e-05	0.05	12.8	0.0	256	278	355	377	339	391	0.84
DAO	PF01266.24	352	FJPBDHCK_00006	-	540	4.5e-08	33.1	7.0	1	1	5.3e-10	6.7e-07	29.2	6.7	1	205	10	209	10	227	0.61
HI0933_like	PF03486.14	409	FJPBDHCK_00006	-	540	0.00011999999999999999	20.9	0.1	1	3	6.3e-05	0.08	11.6	0.1	2	32	10	39	9	52	0.84
HI0933_like	PF03486.14	409	FJPBDHCK_00006	-	540	0.00011999999999999999	20.9	0.1	2	3	0.012	15.0	4.2	0.0	149	189	191	237	180	251	0.71
HI0933_like	PF03486.14	409	FJPBDHCK_00006	-	540	0.00011999999999999999	20.9	0.1	3	3	0.1	130.0	1.1	0.0	350	384	347	376	289	383	0.71
FAD_binding_3	PF01494.19	349	FJPBDHCK_00006	-	540	0.00078	18.8	1.7	1	1	2.8e-06	0.0036	16.6	1.7	2	34	9	40	8	230	0.76
Lycopene_cycl	PF05834.12	380	FJPBDHCK_00006	-	540	0.0018	17.4	0.2	1	1	2.4e-06	0.003	16.7	0.2	1	23	10	32	10	45	0.83
Thi4	PF01946.17	235	FJPBDHCK_00006	-	540	0.0034	16.7	5.8	1	4	0.00014	0.17	11.1	0.3	18	49	9	38	3	57	0.81
