target_name	acc	target_len	query_name	acc_2	query_len	full_evalue	full_score	full_bias	dom_num	of	dom_c-Evalue	dom_i-Evalue	dom_score	dom_bias	hmm_from	hmm_to	ali_from	ali_to	env_from	env_to	acc3
Phage_Mu_F	PF04233.14	112	JOFNNPPA_00002	-	145	1.6e-16	61.0	0.0	1	1	1.1000000000000001e-20	2e-16	60.7	0.0	2	109	25	131	24	134	0.88
DUF1073	PF06381.11	357	JOFNNPPA_00003	-	488	5.9e-112	374.0	0.0	1	1	4.2999999999999986e-116	7.799999999999998e-112	373.6	0.0	6	356	54	403	50	404	0.98
Terminase_2	PF03592.16	140	JOFNNPPA_00005	-	190	6.7e-31	107.6	0.0	1	1	4.7e-35	8.499999999999999e-31	107.3	0.0	2	138	6	161	5	163	0.94
DUF4168	PF13767.6	90	JOFNNPPA_00006	-	174	0.08199999999999999	14.1	0.4	1	2	1.4999999999999999e-05	0.26	12.5	0.1	46	81	34	70	22	76	0.77
DUF4168	PF13767.6	90	JOFNNPPA_00006	-	174	0.08199999999999999	14.1	0.4	2	2	0.25	4400.0	-1.1	0.0	8	30	143	165	141	173	0.64
Phage_lysozyme	PF00959.19	109	JOFNNPPA_00007	-	158	2.2e-22	79.6	0.0	1	1	1.7e-26	3e-22	79.1	0.0	1	106	33	138	33	140	0.97
Phage_holin_3_1	PF05106.12	99	JOFNNPPA_00008	-	113	4.2e-28	97.7	0.2	1	1	5.2e-32	4.7000000000000005e-28	97.5	0.2	2	99	5	107	4	107	0.97
TMEM100	PF16311.5	133	JOFNNPPA_00008	-	113	0.12	12.0	0.1	1	1	1.9e-05	0.17	11.5	0.1	51	105	18	71	16	76	0.81
Phage_antitermQ	PF06530.12	118	JOFNNPPA_00010	-	140	9.5e-44	148.1	0.0	1	1	2.5e-47	1.1e-43	147.8	0.0	1	118	1	118	1	118	0.99
DUF1133	PF06576.11	176	JOFNNPPA_00010	-	140	0.00039	19.9	0.4	1	2	0.091	410.0	0.3	0.3	24	41	4	21	3	24	0.87
DUF1133	PF06576.11	176	JOFNNPPA_00010	-	140	0.00039	19.9	0.4	2	2	4.1e-07	0.0018	17.7	0.0	75	167	25	117	21	124	0.77
HTH_50	PF18024.1	50	JOFNNPPA_00010	-	140	0.00075	19.1	0.0	1	1	2.8e-07	0.0012	18.4	0.0	26	45	81	100	69	101	0.82
HTH_AsnC-type	PF13404.6	42	JOFNNPPA_00010	-	140	0.009000000000000001	15.8	0.0	1	1	3.8e-06	0.017	14.9	0.0	18	40	79	101	77	103	0.92
VirE	PF05272.11	198	JOFNNPPA_00011	-	728	7.299999999999998e-72	241.3	0.0	1	1	6.2e-76	1.0999999999999998e-71	240.7	0.0	1	197	426	618	426	619	0.97
HTH_3	PF01381.22	55	JOFNNPPA_00012	-	66	1.9e-09	37.4	0.0	1	1	2.7000000000000002e-12	2.5e-09	37.1	0.0	8	51	16	61	11	64	0.93
HTH_31	PF13560.6	64	JOFNNPPA_00012	-	66	7.2000000000000005e-06	26.2	0.0	1	1	1e-08	9.1e-06	25.9	0.0	13	53	16	56	2	63	0.92
HTH_38	PF13936.6	44	JOFNNPPA_00012	-	66	0.00011	21.9	0.1	1	2	2.8e-07	0.00025	20.7	0.0	13	41	10	38	2	39	0.88
HTH_38	PF13936.6	44	JOFNNPPA_00012	-	66	0.00011	21.9	0.1	2	2	4.8	4300.0	-2.4	0.0	11	18	51	58	48	59	0.64
HTH_19	PF12844.7	65	JOFNNPPA_00012	-	66	0.00018	21.5	0.0	1	1	2.7e-07	0.00025	21.0	0.0	12	48	17	53	8	60	0.9
YdaS_antitoxin	PF15943.5	65	JOFNNPPA_00012	-	66	0.00029	20.6	0.0	1	1	3.8e-07	0.00033999999999999997	20.4	0.0	2	54	11	63	10	64	0.89
HTH_37	PF13744.6	80	JOFNNPPA_00012	-	66	0.00073	19.4	0.0	1	1	1.2e-06	0.0011	18.9	0.0	30	57	16	43	7	64	0.81
HTH_Crp_2	PF13545.6	68	JOFNNPPA_00012	-	66	0.0028	17.6	0.0	1	1	3.7000000000000006e-06	0.0033	17.3	0.0	18	43	14	39	1	57	0.87
Sigma70_r4	PF04545.16	50	JOFNNPPA_00012	-	66	0.0032	17.0	0.5	1	2	2e-05	0.018000000000000002	14.6	0.1	18	41	15	38	1	40	0.86
Sigma70_r4	PF04545.16	50	JOFNNPPA_00012	-	66	0.0032	17.0	0.5	2	2	0.79	710.0	-0.2	0.0	36	42	49	55	48	64	0.74
HTH_23	PF13384.6	50	JOFNNPPA_00012	-	66	0.0055	16.5	0.1	1	2	2.9999999999999997e-05	0.026000000000000002	14.3	0.0	13	38	12	38	7	40	0.83
HTH_23	PF13384.6	50	JOFNNPPA_00012	-	66	0.0055	16.5	0.1	2	2	0.99	880.0	-0.1	0.0	32	43	48	59	48	63	0.83
BstA	-	285	JOFNNPPA_00012	-	66	0.0095	15.0	0.0	1	1	1.2e-05	0.01	14.8	0.0	29	74	18	63	15	66	0.89
HTH_28	PF13518.6	52	JOFNNPPA_00012	-	66	0.013000000000000001	15.6	0.0	1	2	3.7e-05	0.033	14.3	0.0	4	33	8	38	7	39	0.87
HTH_28	PF13518.6	52	JOFNNPPA_00012	-	66	0.013000000000000001	15.6	0.0	2	2	3.9	3500.0	-1.8	0.0	27	38	48	59	47	63	0.68
Raf1_HTH	PF18579.1	61	JOFNNPPA_00012	-	66	0.013000000000000001	15.1	0.0	1	1	2.3e-05	0.02	14.6	0.0	22	53	9	40	3	43	0.89
HTH_5	PF01022.20	47	JOFNNPPA_00012	-	66	0.016	15.1	0.1	1	1	2.4e-05	0.021	14.7	0.1	6	34	8	36	7	39	0.94
HTH_7	PF02796.15	45	JOFNNPPA_00012	-	66	0.017	15.2	0.0	1	1	2.9999999999999997e-05	0.027000000000000003	14.6	0.0	12	40	8	36	3	41	0.83
MarR_2	PF12802.7	62	JOFNNPPA_00012	-	66	0.022000000000000002	14.6	0.1	1	2	7.4e-05	0.066	13.1	0.1	23	43	19	39	2	44	0.88
MarR_2	PF12802.7	62	JOFNNPPA_00012	-	66	0.022000000000000002	14.6	0.1	2	2	2.6	2300.0	-1.4	0.0	17	29	43	55	41	58	0.62
HTH_26	PF13443.6	63	JOFNNPPA_00012	-	66	0.048	14.1	0.0	1	1	6.6e-05	0.059000000000000004	13.8	0.0	6	46	13	53	9	58	0.88
HTH_40	PF14493.6	89	JOFNNPPA_00012	-	66	0.053	14.0	0.0	1	1	7.099999999999999e-05	0.064	13.7	0.0	4	39	9	44	6	65	0.75
Trp_repressor	PF01371.19	88	JOFNNPPA_00012	-	66	0.065	13.4	0.1	1	1	9e-05	0.08	13.1	0.1	41	69	9	37	5	56	0.89
Phage_CII	PF05269.11	91	JOFNNPPA_00012	-	66	0.11	12.7	0.0	1	1	0.00014	0.13	12.5	0.0	24	45	18	39	9	62	0.84
Fe_dep_repress	PF01325.19	60	JOFNNPPA_00012	-	66	0.12	12.6	0.2	1	2	0.036000000000000004	32.0	4.8	0.0	38	53	5	20	1	22	0.84
Fe_dep_repress	PF01325.19	60	JOFNNPPA_00012	-	66	0.12	12.6	0.2	2	2	0.0072	6.4	7.1	0.0	25	43	20	38	19	44	0.85
Peptidase_S24	PF00717.23	70	JOFNNPPA_00013	-	224	2.7000000000000002e-12	46.5	0.1	1	1	2.2e-15	4.4e-12	45.8	0.1	4	69	139	204	136	205	0.91
HTH_26	PF13443.6	63	JOFNNPPA_00013	-	224	6.2e-12	45.8	0.0	1	1	6.1e-15	1.1999999999999999e-11	44.8	0.0	1	59	11	70	11	73	0.97
HTH_3	PF01381.22	55	JOFNNPPA_00013	-	224	7.1e-07	29.2	0.0	1	1	7.3e-10	1.5e-06	28.2	0.0	1	54	12	67	12	68	0.93
HTH_31	PF13560.6	64	JOFNNPPA_00013	-	224	0.00032	21.0	0.0	1	1	2.7e-07	0.00054	20.3	0.0	17	62	24	69	22	71	0.92
HTH_IclR	PF09339.10	52	JOFNNPPA_00013	-	224	0.0015	18.3	0.0	1	2	2.8e-06	0.0055	16.5	0.0	19	40	22	43	12	44	0.84
HTH_IclR	PF09339.10	52	JOFNNPPA_00013	-	224	0.0015	18.3	0.0	2	2	1.7	3300.0	-2.0	0.0	20	31	53	64	48	65	0.8
HTH_19	PF12844.7	65	JOFNNPPA_00013	-	224	0.0023	17.9	0.0	1	1	2.7000000000000004e-06	0.0053	16.7	0.0	10	55	18	64	10	71	0.86
MarR_2	PF12802.7	62	JOFNNPPA_00013	-	224	0.0048	16.8	0.0	1	2	7.900000000000001e-05	0.16	11.9	0.1	23	42	23	42	14	48	0.89
MarR_2	PF12802.7	62	JOFNNPPA_00013	-	224	0.0048	16.8	0.0	2	2	0.06	120.0	2.7	0.0	22	46	52	77	44	80	0.75
HTH_Tnp_ISL3	PF13542.6	52	JOFNNPPA_00013	-	224	0.073	12.5	0.0	1	2	0.0007099999999999999	1.4	8.4	0.0	19	47	14	41	12	43	0.87
HTH_Tnp_ISL3	PF13542.6	52	JOFNNPPA_00013	-	224	0.073	12.5	0.0	2	2	0.08900000000000001	180.0	1.7	0.0	29	41	53	65	48	65	0.89
HTH_24	PF13412.6	48	JOFNNPPA_00013	-	224	0.12	11.9	0.1	1	2	0.0002	0.4	10.3	0.1	10	38	13	42	12	43	0.87
HTH_24	PF13412.6	48	JOFNNPPA_00013	-	224	0.12	11.9	0.1	2	2	1.0	2000.0	-1.6	0.0	19	26	64	71	47	79	0.63
DUF812	PF05667.11	595	JOFNNPPA_00014	-	174	0.0058	15.6	0.8	1	1	1.9e-06	0.0069	15.3	0.8	371	424	29	85	2	94	0.86
DM	PF00751.18	47	JOFNNPPA_00014	-	174	0.036000000000000004	13.9	3.5	1	1	1.6e-05	0.057999999999999996	13.3	3.5	3	35	119	151	117	155	0.95
FdhE	PF04216.12	286	JOFNNPPA_00014	-	174	0.043	13.7	0.8	1	1	2.5e-05	0.08900000000000001	12.7	0.7	163	208	113	158	34	163	0.87
