target_name	acc	target_len	query_name	acc_2	query_len	full_evalue	full_score	full_bias	dom_num	of	dom_c-Evalue	dom_i-Evalue	dom_score	dom_bias	hmm_from	hmm_to	ali_from	ali_to	env_from	env_to	acc3
MatE	PF01554.18	161	FECDJOIM_00001	-	464	8.199999999999997e-74	246.6	24.6	1	4	7.499999999999999e-40	2.2999999999999996e-36	124.9	3.9	1	161	22	181	22	181	1.0
MatE	PF01554.18	161	FECDJOIM_00001	-	464	8.199999999999997e-74	246.6	24.6	2	4	2.1	6300.0	-3.3	0.3	32	43	198	209	188	216	0.52
MatE	PF01554.18	161	FECDJOIM_00001	-	464	8.199999999999997e-74	246.6	24.6	3	4	3.9e-43	1.1999999999999998e-39	135.6	12.8	1	161	249	410	249	410	1.0
MatE	PF01554.18	161	FECDJOIM_00001	-	464	8.199999999999997e-74	246.6	24.6	4	4	1.0	3100.0	-2.3	0.7	75	92	425	442	421	445	0.78
Polysacc_synt_C	PF14667.6	143	FECDJOIM_00001	-	464	3.8e-06	27.0	16.3	1	5	0.38	1100.0	-0.4	2.1	86	108	92	114	16	118	0.76
Polysacc_synt_C	PF14667.6	143	FECDJOIM_00001	-	464	3.8e-06	27.0	16.3	2	5	0.045	140.0	2.5	1.6	86	137	92	148	83	151	0.67
Polysacc_synt_C	PF14667.6	143	FECDJOIM_00001	-	464	3.8e-06	27.0	16.3	3	5	1.3e-09	3.8e-06	27.0	16.3	2	85	135	224	134	309	0.83
Polysacc_synt_C	PF14667.6	143	FECDJOIM_00001	-	464	3.8e-06	27.0	16.3	4	5	4.5	14000.0	-3.9	6.4	88	141	282	341	243	343	0.47
Polysacc_synt_C	PF14667.6	143	FECDJOIM_00001	-	464	3.8e-06	27.0	16.3	5	5	0.00028	0.85	9.7	3.9	2	80	363	448	362	458	0.82
DUF5389	PF17364.2	104	FECDJOIM_00001	-	464	0.0022	18.0	10.2	1	4	1.8	5300.0	-2.5	0.1	53	67	16	30	6	65	0.63
DUF5389	PF17364.2	104	FECDJOIM_00001	-	464	0.0022	18.0	10.2	2	4	0.0015	4.4	7.4	0.1	10	71	93	152	84	186	0.78
DUF5389	PF17364.2	104	FECDJOIM_00001	-	464	0.0022	18.0	10.2	3	4	3.3e-06	0.0099	15.9	0.5	13	97	248	331	244	342	0.73
DUF5389	PF17364.2	104	FECDJOIM_00001	-	464	0.0022	18.0	10.2	4	4	1.4	4100.0	-2.1	0.1	17	42	395	420	389	446	0.7
DUF2182	PF09948.9	188	FECDJOIM_00001	-	464	0.0035	17.2	0.7	1	2	1.2e-06	0.0035	17.2	0.7	12	96	291	375	287	382	0.73
DUF2182	PF09948.9	188	FECDJOIM_00001	-	464	0.0035	17.2	0.7	2	2	0.85	2500.0	-1.9	0.1	36	85	392	441	380	446	0.68
YvrJ	PF12841.7	36	FECDJOIM_00001	-	464	0.026000000000000002	14.0	0.1	1	1	2.2e-05	0.066	12.8	0.1	3	14	244	255	243	255	0.9
Endomucin	PF07010.12	260	FECDJOIM_00001	-	464	0.26	11.2	0.2	1	1	0.00014	0.4	10.6	0.2	160	211	294	345	275	354	0.75
Lum_binding	PF00677.17	87	FECDJOIM_00002	-	204	1.6e-47	159.4	0.8	1	2	6.100000000000001e-27	1.1e-22	79.8	0.3	1	87	3	87	3	87	0.92
Lum_binding	PF00677.17	87	FECDJOIM_00002	-	204	1.6e-47	159.4	0.8	2	2	1.8000000000000004e-26	3.2e-22	78.3	0.0	1	87	100	185	100	185	0.96
BON	PF04972.17	69	FECDJOIM_00003	-	194	9.199999999999999e-32	109.2	13.2	1	3	0.97	8700.0	-2.9	0.1	52	61	24	33	18	39	0.51
BON	PF04972.17	69	FECDJOIM_00003	-	194	9.199999999999999e-32	109.2	13.2	2	3	1.3999999999999998e-20	1.3e-16	60.7	0.8	1	69	49	118	49	118	0.94
BON	PF04972.17	69	FECDJOIM_00003	-	194	9.199999999999999e-32	109.2	13.2	3	3	2.7e-19	2.4e-15	56.6	2.0	2	65	128	190	127	194	0.94
FKBP26_C	PF18046.1	72	FECDJOIM_00003	-	194	0.057999999999999996	13.5	0.5	1	2	0.34	3000.0	-1.6	0.0	15	60	90	105	84	111	0.54
FKBP26_C	PF18046.1	72	FECDJOIM_00003	-	194	0.057999999999999996	13.5	0.5	2	2	3.4e-05	0.3	11.2	0.3	32	65	153	186	133	191	0.85
SIS_2	PF13580.6	138	FECDJOIM_00004	-	195	3.1999999999999998e-21	75.8	0.1	1	1	4.5e-25	4.0000000000000004e-21	75.5	0.1	2	138	9	145	8	145	0.86
SIS	PF01380.22	131	FECDJOIM_00004	-	195	0.0019	18.0	0.8	1	2	0.12	1000.0	-0.5	0.0	6	23	42	59	38	65	0.79
SIS	PF01380.22	131	FECDJOIM_00004	-	195	0.0019	18.0	0.8	2	2	6.6e-07	0.0059	16.5	0.2	45	108	101	166	88	191	0.77
UPF0102	PF02021.17	79	FECDJOIM_00005	-	119	2.1000000000000003e-22	79.1	0.1	1	1	2.7000000000000004e-26	2.5000000000000002e-22	78.9	0.1	2	78	13	103	12	104	0.97
Mrr_cat	PF04471.12	115	FECDJOIM_00005	-	119	0.05	13.6	0.0	1	1	6.8e-06	0.061	13.3	0.0	3	68	6	68	4	87	0.85
LppC	PF04348.13	535	FECDJOIM_00006	-	570	1.5999999999999991e-245	816.0	20.8	1	1	9.899999999999996e-250	1.7999999999999992e-245	815.8	20.8	1	535	39	564	39	564	1.0
TP_methylase	PF00590.20	213	FECDJOIM_00007	-	281	3.8000000000000003e-25	89.1	0.0	1	1	2.9999999999999997e-29	5.4e-25	88.6	0.0	2	206	8	201	7	208	0.83
Transgly	PF00912.22	178	FECDJOIM_00008	-	785	2.2e-48	164.0	0.2	1	2	1.3e-50	7.6e-47	159.1	0.0	8	165	57	213	48	229	0.9
Transgly	PF00912.22	178	FECDJOIM_00008	-	785	2.2e-48	164.0	0.2	2	2	0.016	93.0	2.4	0.0	137	162	445	470	432	490	0.77
BiPBP_C	PF06832.12	89	FECDJOIM_00008	-	785	1.2e-15	57.3	0.0	1	1	4.3e-19	2.6e-15	56.2	0.0	6	88	693	777	688	780	0.88
Transpeptidase	PF00905.22	306	FECDJOIM_00008	-	785	4.2999999999999993e-14	52.4	0.0	1	1	2.5e-17	1.5e-13	50.7	0.0	2	282	308	555	307	582	0.79
tRNA-synt_2	PF00152.20	314	FECDJOIM_00009	-	467	1.0999999999999997e-81	274.3	0.0	1	1	2.3999999999999995e-85	1.4e-81	274.0	0.0	3	313	120	461	118	462	0.95
tRNA_anti-codon	PF01336.25	76	FECDJOIM_00009	-	467	5.6999999999999995e-12	45.5	0.2	1	1	3.3e-15	1.9e-11	43.7	0.2	1	75	21	100	21	101	0.94
tRNA-synt_2d	PF01409.20	245	FECDJOIM_00009	-	467	0.00042	19.9	0.4	1	3	0.64	3800.0	-2.9	0.0	22	43	145	166	133	169	0.79
tRNA-synt_2d	PF01409.20	245	FECDJOIM_00009	-	467	0.00042	19.9	0.4	2	3	0.0011	6.5	6.2	0.1	103	177	226	297	219	319	0.76
tRNA-synt_2d	PF01409.20	245	FECDJOIM_00009	-	467	0.00042	19.9	0.4	3	3	3.6e-05	0.22	11.0	0.0	209	234	430	455	423	458	0.87
