target_name	acc	target_len	query_name	acc_2	query_len	full_evalue	full_score	full_bias	dom_num	of	dom_c-Evalue	dom_i-Evalue	dom_score	dom_bias	hmm_from	hmm_to	ali_from	ali_to	env_from	env_to	acc3
DHDPS	PF00701.22	289	LONAANJC_00001	-	171	1.4e-27	96.2	0.0	1	1	8.699999999999999e-32	1.6e-27	96.0	0.0	131	286	1	155	1	158	0.98
Pro_racemase	PF05544.11	325	LONAANJC_00002	-	333	1.9999999999999995e-121	405.1	0.0	1	1	3.699999999999999e-125	2.1999999999999994e-121	404.9	0.0	1	325	8	331	8	331	1.0
PhzC-PhzF	PF02567.16	283	LONAANJC_00002	-	333	5.9999999999999995e-05	22.7	0.0	1	1	1.6e-08	9.499999999999999e-05	22.0	0.0	42	112	65	136	58	175	0.83
DAP_epimerase	PF01678.19	121	LONAANJC_00002	-	333	0.013000000000000001	15.7	0.0	1	2	0.00035	2.1	8.5	0.0	67	110	88	134	78	146	0.75
DAP_epimerase	PF01678.19	121	LONAANJC_00002	-	333	0.013000000000000001	15.7	0.0	2	2	0.0055	33.0	4.7	0.0	58	98	241	283	169	292	0.66
Aldedh	PF00171.22	462	LONAANJC_00003	-	498	2.5e-40	138.4	0.0	1	1	2.3e-44	4.1e-40	137.7	0.0	5	456	17	487	13	492	0.8
GntR	PF00392.21	64	LONAANJC_00004	-	232	4.4000000000000005e-16	58.3	1.0	1	1	5.199999999999999e-19	9.300000000000001e-16	57.2	1.0	4	61	20	76	17	78	0.93
FCD	PF07729.12	125	LONAANJC_00004	-	232	6.1e-15	55.7	0.2	1	1	5.9e-18	1.1e-14	55.0	0.2	1	123	89	212	89	214	0.98
MarR_2	PF12802.7	62	LONAANJC_00004	-	232	0.0012	18.6	0.4	1	3	0.00015	0.28	11.1	0.1	13	55	33	73	32	87	0.88
MarR_2	PF12802.7	62	LONAANJC_00004	-	232	0.0012	18.6	0.4	2	3	1.3	2300.0	-1.4	0.0	39	52	103	116	93	127	0.6
MarR_2	PF12802.7	62	LONAANJC_00004	-	232	0.0012	18.6	0.4	3	3	0.024	43.0	4.1	0.0	2	19	181	200	181	212	0.85
HTH_27	PF13463.6	68	LONAANJC_00004	-	232	0.0021	18.5	0.1	1	2	0.00027	0.48	11.0	0.0	15	48	36	69	24	85	0.84
HTH_27	PF13463.6	68	LONAANJC_00004	-	232	0.0021	18.5	0.1	2	2	0.022000000000000002	40.0	4.8	0.0	35	62	102	135	93	139	0.78
HTH_24	PF13412.6	48	LONAANJC_00004	-	232	0.0022	17.5	1.1	1	2	2.8999999999999998e-06	0.0052	16.3	0.2	17	47	39	69	24	70	0.86
HTH_24	PF13412.6	48	LONAANJC_00004	-	232	0.0022	17.5	1.1	2	2	1.2	2200.0	-1.7	0.1	6	15	189	198	188	201	0.83
Fe_dep_repress	PF01325.19	60	LONAANJC_00004	-	232	0.0034	17.5	0.0	1	2	1.4	2500.0	-1.2	0.0	10	32	2	25	1	28	0.74
Fe_dep_repress	PF01325.19	60	LONAANJC_00004	-	232	0.0034	17.5	0.0	2	2	8.5e-06	0.015	15.5	0.0	21	60	38	77	32	77	0.91
HTH_11	PF08279.12	55	LONAANJC_00004	-	232	0.032	14.2	1.6	1	3	1.4	2600.0	-1.5	0.0	31	41	4	14	3	24	0.78
HTH_11	PF08279.12	55	LONAANJC_00004	-	232	0.032	14.2	1.6	2	3	4.8e-05	0.085	12.8	0.0	13	51	37	76	26	77	0.86
HTH_11	PF08279.12	55	LONAANJC_00004	-	232	0.032	14.2	1.6	3	3	4.1	7300.0	-3.0	0.1	34	39	217	222	216	229	0.69
Ribosomal_L36e	PF01158.18	96	LONAANJC_00004	-	232	0.08199999999999999	13.2	0.2	1	1	8.6e-05	0.15	12.3	0.2	47	77	184	216	151	230	0.8
Ribosomal_S19e	PF01090.19	137	LONAANJC_00004	-	232	0.1	12.3	0.0	1	1	0.00015	0.26	11.0	0.0	90	130	50	90	32	94	0.85
BLACT_WH	PF17778.1	47	LONAANJC_00004	-	232	0.17	11.9	1.4	1	2	0.01	18.0	5.4	0.0	25	42	56	73	55	77	0.84
BLACT_WH	PF17778.1	47	LONAANJC_00004	-	232	0.17	11.9	1.4	2	2	0.017	30.0	4.7	0.4	21	37	215	231	209	231	0.89
CarboxypepD_reg	PF13620.6	82	LONAANJC_00006	-	997	1.6e-17	63.5	0.6	1	2	7.3e-21	1.6e-17	63.5	0.6	2	81	41	120	40	121	0.98
CarboxypepD_reg	PF13620.6	82	LONAANJC_00006	-	997	1.6e-17	63.5	0.6	2	2	4.6	10000.0	-3.1	0.1	54	75	399	419	396	425	0.68
TonB_dep_Rec	PF00593.24	470	LONAANJC_00006	-	997	1.8000000000000002e-14	54.5	34.3	1	2	1.0	2300.0	-1.9	13.1	19	176	245	411	219	422	0.58
TonB_dep_Rec	PF00593.24	470	LONAANJC_00006	-	997	1.8000000000000002e-14	54.5	34.3	2	2	8.1e-18	1.8000000000000002e-14	54.5	34.3	45	443	448	954	416	989	0.62
CarbopepD_reg_2	PF13715.6	88	LONAANJC_00006	-	997	1.1000000000000001e-08	34.9	1.1	1	2	5.0000000000000005e-12	1.1000000000000001e-08	34.9	1.1	1	86	41	130	41	132	0.85
CarbopepD_reg_2	PF13715.6	88	LONAANJC_00006	-	997	1.1000000000000001e-08	34.9	1.1	2	2	6.3	14000.0	-3.9	0.1	50	64	399	413	397	424	0.72
SdrD_B	PF17210.3	112	LONAANJC_00006	-	997	4.4e-05	23.7	0.4	1	1	6.5e-08	0.00015	22.0	0.4	24	72	53	100	42	114	0.84
fn3_3	PF14686.6	75	LONAANJC_00006	-	997	0.00099	18.8	0.1	1	1	1.9e-06	0.0042	16.9	0.1	11	73	53	114	39	116	0.89
SpaA	PF17802.1	82	LONAANJC_00006	-	997	0.02	15.2	0.4	1	1	5.4000000000000005e-05	0.12	12.7	0.4	3	79	50	111	14	113	0.81
PEGA	PF08308.11	70	LONAANJC_00006	-	997	0.022000000000000002	14.6	0.1	1	1	2.6000000000000002e-05	0.057999999999999996	13.3	0.1	31	66	84	120	51	123	0.82
DUF3869	PF12985.7	106	LONAANJC_00006	-	997	0.12	12.7	1.1	1	2	0.00022999999999999998	0.52	10.7	1.0	24	88	42	112	21	122	0.67
DUF3869	PF12985.7	106	LONAANJC_00006	-	997	0.12	12.7	1.1	2	2	7.8	18000.0	-3.8	0.0	34	46	937	952	926	978	0.63
OCD_Mu_crystall	PF02423.15	318	LONAANJC_00008	-	314	1.4999999999999998e-52	178.5	0.0	1	1	6.3e-56	1.6e-52	178.4	0.0	37	315	33	313	1	314	0.91
Shikimate_DH	PF01488.20	138	LONAANJC_00008	-	314	1.5e-07	31.5	0.0	1	1	1.1000000000000001e-10	2.7e-07	30.7	0.0	2	96	114	211	113	217	0.87
DUF1522	PF07482.11	110	LONAANJC_00008	-	314	0.035	14.4	0.0	1	2	5.9999999999999995e-05	0.15	12.4	0.0	5	66	98	162	95	173	0.77
DUF1522	PF07482.11	110	LONAANJC_00008	-	314	0.035	14.4	0.0	2	2	0.86	2200.0	-1.0	0.0	58	91	274	307	227	311	0.7
Flp_N	PF03930.14	82	LONAANJC_00008	-	314	0.055999999999999994	13.4	0.0	1	1	4.4e-05	0.11	12.4	0.0	41	67	160	187	154	198	0.83
RecO_N	PF11967.8	80	LONAANJC_00008	-	314	0.098	12.6	0.0	1	3	0.091	230.0	1.8	0.0	23	41	84	102	75	122	0.83
RecO_N	PF11967.8	80	LONAANJC_00008	-	314	0.098	12.6	0.0	2	3	0.0075	19.0	5.3	0.0	28	66	147	185	142	196	0.85
RecO_N	PF11967.8	80	LONAANJC_00008	-	314	0.098	12.6	0.0	3	3	0.21	530.0	0.7	0.0	48	68	207	226	204	238	0.71
THF_DHG_CYH_C	PF02882.19	160	LONAANJC_00008	-	314	0.12	11.7	0.0	1	1	9.6e-05	0.24	10.7	0.0	70	139	181	261	139	266	0.75
Ribosomal_L6	PF00347.23	76	LONAANJC_00008	-	314	0.13	13.0	0.0	1	2	0.04	100.0	3.7	0.0	6	48	151	188	148	195	0.8
Ribosomal_L6	PF00347.23	76	LONAANJC_00008	-	314	0.13	13.0	0.0	2	2	0.004	10.0	6.9	0.0	13	32	243	262	238	293	0.87
Aminotran_3	PF00202.21	406	LONAANJC_00010	-	432	1.8e-122	408.9	0.3	1	1	3.4e-126	1.9999999999999998e-122	408.8	0.3	10	406	28	427	20	427	0.96
Aminotran_1_2	PF00155.21	363	LONAANJC_00010	-	432	0.022000000000000002	13.9	0.1	1	1	6.6e-06	0.039	13.1	0.1	129	212	192	274	180	401	0.8
Beta_elim_lyase	PF01212.21	293	LONAANJC_00010	-	432	0.065	12.5	0.0	1	2	0.00016	0.96	8.7	0.0	107	167	191	249	107	251	0.84
Beta_elim_lyase	PF01212.21	293	LONAANJC_00010	-	432	0.065	12.5	0.0	2	2	0.021	120.0	1.7	0.0	85	123	357	394	292	406	0.71
BATS	PF06968.13	86	LONAANJC_00011	-	346	7.499999999999999e-21	74.1	0.5	1	3	0.85	7600.0	-2.9	0.0	73	86	116	129	109	129	0.79
BATS	PF06968.13	86	LONAANJC_00011	-	346	7.499999999999999e-21	74.1	0.5	2	3	1.3	12000.0	-3.5	0.0	30	39	167	176	162	201	0.65
BATS	PF06968.13	86	LONAANJC_00011	-	346	7.499999999999999e-21	74.1	0.5	3	3	2.1e-24	1.9e-20	72.8	0.1	1	85	223	313	223	314	0.99
Radical_SAM	PF04055.21	167	LONAANJC_00011	-	346	7.8e-17	62.2	0.1	1	1	1.3999999999999998e-20	1.3e-16	61.4	0.1	4	153	53	199	50	211	0.88
Aminotran_1_2	PF00155.21	363	LONAANJC_00012	-	383	1.1e-52	179.5	2.4	1	1	2.7999999999999995e-56	1.1999999999999999e-52	179.3	2.4	3	363	40	378	38	378	0.93
Beta_elim_lyase	PF01212.21	293	LONAANJC_00012	-	383	3.1e-07	30.0	0.8	1	1	1.2e-10	5.4e-07	29.2	0.8	32	226	77	259	70	368	0.82
Cys_Met_Meta_PP	PF01053.20	382	LONAANJC_00012	-	383	0.011000000000000001	14.4	0.1	1	2	5e-06	0.022000000000000002	13.3	0.0	54	178	79	207	75	213	0.82
Cys_Met_Meta_PP	PF01053.20	382	LONAANJC_00012	-	383	0.011000000000000001	14.4	0.1	2	2	0.57	2600.0	-3.4	0.0	156	180	297	321	295	324	0.79
DegT_DnrJ_EryC1	PF01041.17	361	LONAANJC_00012	-	383	0.028999999999999998	13.7	2.8	1	1	4.7e-05	0.21	10.9	2.8	120	152	178	210	63	369	0.85
Methyltransf_11	PF08241.12	96	LONAANJC_00013	-	287	3e-14	53.4	0.0	1	2	5.8	11000.0	-2.9	0.0	25	43	33	51	30	72	0.54
Methyltransf_11	PF08241.12	96	LONAANJC_00013	-	287	3e-14	53.4	0.0	2	2	4e-17	7.9e-14	52.1	0.0	1	95	82	169	82	170	0.91
Methyltransf_23	PF13489.6	165	LONAANJC_00013	-	287	6.0999999999999995e-12	45.7	0.0	1	1	4.2e-15	8.4e-12	45.2	0.0	8	162	63	214	51	217	0.82
Methyltransf_25	PF13649.6	97	LONAANJC_00013	-	287	4.5e-10	40.1	0.1	1	2	1.9	3800.0	-1.3	0.0	41	92	46	70	30	74	0.44
Methyltransf_25	PF13649.6	97	LONAANJC_00013	-	287	4.5e-10	40.1	0.1	2	2	1.2e-12	2.3e-09	37.8	0.0	2	97	82	166	81	166	0.9
Methyltransf_12	PF08242.12	99	LONAANJC_00013	-	287	3.5000000000000004e-06	27.7	0.5	1	2	2.6	5100.0	-1.7	0.2	27	61	33	67	31	74	0.68
Methyltransf_12	PF08242.12	99	LONAANJC_00013	-	287	3.5000000000000004e-06	27.7	0.5	2	2	5.9e-09	1.2e-05	26.0	0.0	1	98	82	167	82	168	0.88
Methyltransf_8	PF05148.15	219	LONAANJC_00013	-	287	0.0001	22.2	0.0	1	1	7.599999999999999e-08	0.00015	21.7	0.0	73	168	78	183	43	228	0.71
NNMT_PNMT_TEMT	PF01234.17	256	LONAANJC_00013	-	287	0.00037999999999999997	19.7	0.0	1	2	0.00022	0.43	9.7	0.0	33	85	54	105	40	115	0.76
NNMT_PNMT_TEMT	PF01234.17	256	LONAANJC_00013	-	287	0.00037999999999999997	19.7	0.0	2	2	0.0008900000000000001	1.8	7.7	0.0	158	243	135	223	109	238	0.65
Ubie_methyltran	PF01209.18	233	LONAANJC_00013	-	287	0.0008900000000000001	18.6	0.0	1	1	8.7e-07	0.0017	17.7	0.0	75	166	102	185	35	194	0.79
Methyltransf_31	PF13847.6	152	LONAANJC_00013	-	287	0.0013	18.5	0.1	1	1	1.5e-06	0.0031	17.3	0.1	59	124	123	190	76	246	0.73
DREV	PF05219.12	265	LONAANJC_00013	-	287	0.04	13.0	0.1	1	2	0.73	1500.0	-1.9	0.0	5	30	35	60	33	76	0.72
