target_name	acc	target_len	query_name	acc_2	query_len	full_evalue	full_score	full_bias	dom_num	of	dom_c-Evalue	dom_i-Evalue	dom_score	dom_bias	hmm_from	hmm_to	ali_from	ali_to	env_from	env_to	acc3
YpsA	PF06908.11	168	BLIBCDOE_00002	-	173	2e-17	63.7	0.0	1	1	4.1e-21	2.4e-17	63.4	0.0	12	145	15	141	12	160	0.89
DNA_processg_A	PF02481.15	210	BLIBCDOE_00002	-	173	3.3e-05	23.2	0.0	1	1	6.6e-09	3.9e-05	23.0	0.0	76	188	47	158	19	171	0.77
cpYpsA	PF12694.7	145	BLIBCDOE_00002	-	173	0.00057	19.7	0.0	1	1	1.2e-07	0.00075	19.3	0.0	53	100	112	159	52	169	0.89
Cupin_2	PF07883.11	71	BLIBCDOE_00005	-	175	0.00059	19.5	0.0	1	1	1.5e-07	0.00091	18.9	0.0	11	57	101	149	92	160	0.88
YchF-GTPase_C	PF06071.13	84	BLIBCDOE_00005	-	175	0.078	13.2	0.0	1	1	2.3e-05	0.14	12.4	0.0	65	82	125	142	116	144	0.89
AraC_binding	PF02311.19	136	BLIBCDOE_00005	-	175	0.11	12.4	0.0	1	1	2.7000000000000002e-05	0.16	11.9	0.0	32	60	120	148	103	160	0.87
Dehalogenase	PF13486.6	288	BLIBCDOE_00008	-	118	0.12	11.7	0.0	1	1	7.8e-06	0.14	11.5	0.0	188	237	22	71	17	94	0.83
Transposase_31	PF04754.12	204	BLIBCDOE_00009	-	315	0.00028	20.6	0.3	1	1	1e-07	0.0006	19.5	0.3	47	99	54	106	19	112	0.88
DUF16	PF01519.16	104	BLIBCDOE_00009	-	315	0.028999999999999998	14.9	0.3	1	2	2.0	12000.0	-3.2	0.1	36	49	48	61	42	88	0.52
DUF16	PF01519.16	104	BLIBCDOE_00009	-	315	0.028999999999999998	14.9	0.3	2	2	4.8e-06	0.028999999999999998	14.9	0.3	14	93	219	297	209	309	0.88
DUF4351	PF14261.6	59	BLIBCDOE_00009	-	315	0.048	13.7	0.4	1	1	1.6e-05	0.09300000000000001	12.8	0.4	7	57	255	306	244	308	0.8
VirJ	PF06057.11	192	BLIBCDOE_00011	-	128	0.16	11.8	0.0	1	1	1.1e-05	0.19	11.6	0.0	8	89	17	102	12	118	0.74
BPL_C	PF02237.17	48	BLIBCDOE_00012	-	81	0.013000000000000001	15.4	0.0	1	1	8.9e-07	0.016	15.1	0.0	19	40	43	64	32	76	0.81
Med2	PF11214.8	100	BLIBCDOE_00013	-	379	0.052000000000000005	13.7	0.2	1	1	2.1e-05	0.19	11.9	0.2	50	95	229	274	208	277	0.85
Antimicrobial_7	PF08102.11	43	BLIBCDOE_00013	-	379	0.27	11.5	2.4	1	3	0.74	6600.0	-2.6	0.0	12	19	85	92	84	93	0.83
