target_name	acc	target_len	query_name	acc_2	query_len	full_evalue	full_score	full_bias	dom_num	of	dom_c-Evalue	dom_i-Evalue	dom_score	dom_bias	hmm_from	hmm_to	ali_from	ali_to	env_from	env_to	acc3
RseC_MucC	PF04246.12	130	GNNPOAOM_00001	-	90	1.2	9.1	10.0	1	2	0.032	290.0	1.4	2.0	94	112	7	25	2	29	0.84
RseC_MucC	PF04246.12	130	GNNPOAOM_00001	-	90	1.2	9.1	10.0	2	2	9.5e-06	0.086	12.8	1.3	75	125	38	85	29	90	0.76
HCV_NS4a	PF01006.20	56	GNNPOAOM_00001	-	90	3.8	7.4	0.0	1	3	0.18	1600.0	-1.1	1.0	28	32	27	31	9	38	0.53
HCV_NS4a	PF01006.20	56	GNNPOAOM_00001	-	90	3.8	7.4	0.0	2	3	0.026000000000000002	230.0	1.6	1.4	2	23	27	49	25	56	0.77
HCV_NS4a	PF01006.20	56	GNNPOAOM_00001	-	90	3.8	7.4	0.0	3	3	0.00042	3.8	7.4	0.0	10	20	61	71	59	88	0.79
Phage_tail_S	PF05069.13	148	GNNPOAOM_00002	-	152	5.799999999999999e-39	133.3	1.2	1	1	3.6e-43	6.4e-39	133.2	1.2	3	147	4	150	2	151	0.91
P2_Phage_GpR	PF06891.11	131	GNNPOAOM_00003	-	156	6.7e-43	145.9	0.1	1	1	9.1e-47	8.1e-43	145.6	0.1	1	131	1	130	1	130	0.98
Receptor_IA-2	PF11548.8	89	GNNPOAOM_00003	-	156	0.12	12.4	0.2	1	1	2.4e-05	0.21	11.6	0.2	31	63	75	105	60	124	0.76
zf-dskA_traR	PF01258.17	36	GNNPOAOM_00004	-	71	5.5e-12	45.4	1.8	1	1	3.5e-15	7.9e-12	44.9	1.8	5	35	33	63	25	64	0.93
DZR	PF12773.7	49	GNNPOAOM_00004	-	71	0.0026	17.7	0.9	1	1	1.5e-06	0.0034	17.4	0.9	13	43	32	67	23	69	0.85
C1_1	PF00130.22	53	GNNPOAOM_00004	-	71	0.013000000000000001	15.3	1.0	1	1	2.1e-05	0.048	13.6	1.0	9	38	29	62	22	65	0.65
