target_name	acc	target_len	query_name	acc_2	query_len	full_evalue	full_score	full_bias	dom_num	of	dom_c-Evalue	dom_i-Evalue	dom_score	dom_bias	hmm_from	hmm_to	ali_from	ali_to	env_from	env_to	acc3
DUF5061	PF16587.5	103	LCCNNHJK_00001	-	168	0.038	14.1	0.0	1	1	3.4e-06	0.062	13.4	0.0	24	54	123	153	113	157	0.91
DUF2213	PF09979.9	168	LCCNNHJK_00002	-	406	7.499999999999999e-47	159.4	0.0	1	1	1.4e-50	1.2999999999999999e-46	158.7	0.0	3	167	15	181	13	182	0.97
DUF4611	PF15387.6	96	LCCNNHJK_00002	-	406	0.12	12.6	1.5	1	1	3.8e-05	0.34	11.1	1.5	38	78	261	300	258	308	0.77
Phage_Mu_F	PF04233.14	112	LCCNNHJK_00003	-	145	3.7e-16	59.8	0.0	1	1	7.5e-20	4.5e-16	59.6	0.0	2	109	25	131	24	134	0.88
DUF3659	PF12396.8	61	LCCNNHJK_00003	-	145	0.02	14.8	0.0	1	2	0.0012	7.2	6.6	0.0	13	57	22	66	12	70	0.77
DUF3659	PF12396.8	61	LCCNNHJK_00003	-	145	0.02	14.8	0.0	2	2	0.0018	11.0	6.1	0.0	9	37	91	120	88	126	0.91
DUF4398	PF14346.6	78	LCCNNHJK_00003	-	145	0.26	11.9	2.8	1	2	0.067	400.0	1.7	0.5	47	67	32	59	16	62	0.67
DUF4398	PF14346.6	78	LCCNNHJK_00003	-	145	0.26	11.9	2.8	2	2	6.6e-05	0.39	11.4	0.7	16	40	56	80	48	98	0.83
DUF1073	PF06381.11	357	LCCNNHJK_00004	-	488	5.9e-112	374.0	0.0	1	1	4.2999999999999986e-116	7.799999999999998e-112	373.6	0.0	6	356	54	403	50	404	0.98
Terminase_2	PF03592.16	140	LCCNNHJK_00006	-	190	6.7e-31	107.6	0.0	1	1	4.7e-35	8.499999999999999e-31	107.3	0.0	2	138	6	161	5	163	0.94
Methyltransf_18	PF12847.7	151	LCCNNHJK_00007	-	174	0.036000000000000004	14.0	0.0	1	1	6.4e-06	0.057	13.3	0.0	3	56	60	115	59	128	0.9
DUF4168	PF13767.6	90	LCCNNHJK_00007	-	174	0.076	14.2	0.4	1	2	2.8000000000000003e-05	0.25	12.5	0.1	46	81	34	70	22	76	0.77
DUF4168	PF13767.6	90	LCCNNHJK_00007	-	174	0.076	14.2	0.4	2	2	0.5	4400.0	-1.1	0.0	8	30	143	165	141	173	0.64
Phage_lysozyme	PF00959.19	109	LCCNNHJK_00008	-	158	2.2e-22	79.6	0.0	1	1	1.7e-26	3e-22	79.1	0.0	1	106	33	138	33	140	0.97
Phage_holin_3_1	PF05106.12	99	LCCNNHJK_00009	-	113	4.2e-28	97.7	0.2	1	1	5.2e-32	4.7000000000000005e-28	97.5	0.2	2	99	5	107	4	107	0.97
TMEM100	PF16311.5	133	LCCNNHJK_00009	-	113	0.12	12.0	0.1	1	1	1.9e-05	0.17	11.5	0.1	51	105	18	71	16	76	0.81
Phage_antitermQ	PF06530.12	118	LCCNNHJK_00011	-	140	1.6e-43	147.4	0.0	1	1	4.199999999999999e-47	1.9e-43	147.1	0.0	1	118	1	118	1	118	0.99
HTH_50	PF18024.1	50	LCCNNHJK_00011	-	140	0.00022999999999999998	20.7	0.0	1	1	8.7e-08	0.00039	20.0	0.0	26	45	81	100	69	101	0.82
