target_name	acc	target_len	query_name	acc_2	query_len	full_evalue	full_score	full_bias	dom_num	of	dom_c-Evalue	dom_i-Evalue	dom_score	dom_bias	hmm_from	hmm_to	ali_from	ali_to	env_from	env_to	acc3
NifU	PF01106.17	67	BILPPHBL_00001	-	79	2.5e-27	94.8	0.0	1	1	3.3e-31	2.8999999999999997e-27	94.6	0.0	1	67	8	76	8	76	0.94
UvsW	PF11637.8	56	BILPPHBL_00001	-	79	0.12	12.4	0.1	1	2	0.00029	2.6	8.2	0.0	27	41	7	21	3	36	0.77
UvsW	PF11637.8	56	BILPPHBL_00001	-	79	0.12	12.4	0.1	2	2	0.021	190.0	2.3	0.0	5	23	56	74	53	77	0.82
Peptidase_M22	PF00814.25	271	BILPPHBL_00002	-	223	1.3000000000000001e-20	74.3	0.0	1	1	9.300000000000001e-25	1.7e-20	73.9	0.0	25	125	36	130	32	179	0.92
Acetyltransf_1	PF00583.25	117	BILPPHBL_00003	-	147	1.1000000000000001e-16	61.2	0.0	1	1	8.2e-20	1.3e-16	60.8	0.0	3	117	13	120	11	120	0.94
Acetyltransf_10	PF13673.7	127	BILPPHBL_00003	-	147	1.2e-12	47.9	0.0	1	1	9e-16	1.4999999999999999e-12	47.6	0.0	17	111	26	125	7	129	0.88
FR47	PF08445.10	86	BILPPHBL_00003	-	147	2.2999999999999998e-11	43.5	0.0	1	1	2.1000000000000002e-14	3.4e-11	43.0	0.0	2	80	43	123	42	129	0.89
Acetyltransf_7	PF13508.7	76	BILPPHBL_00003	-	147	6.1e-09	36.2	0.0	1	1	5.2000000000000005e-12	8.5e-09	35.7	0.0	22	75	59	121	34	122	0.7
Acetyltransf_4	PF13420.7	155	BILPPHBL_00003	-	147	2e-08	34.5	0.0	1	1	1.5e-11	2.4e-08	34.2	0.0	44	140	34	126	3	135	0.89
Acetyltransf_9	PF13527.7	128	BILPPHBL_00003	-	147	9.4e-06	25.7	0.0	1	1	1.1000000000000001e-08	1.8e-05	24.8	0.0	74	127	64	122	15	123	0.9
GNAT_acetyltran	PF12746.7	243	BILPPHBL_00003	-	147	3.6e-05	23.5	0.0	1	1	2.6e-08	4.2e-05	23.2	0.0	161	239	44	125	2	129	0.68
Acetyltransf_8	PF13523.6	145	BILPPHBL_00003	-	147	0.00011999999999999999	21.7	0.0	1	1	1.3e-07	0.00021	21.0	0.0	88	142	72	125	66	128	0.89
Acetyltransf_3	PF13302.7	138	BILPPHBL_00003	-	147	0.00086	20.0	0.0	1	1	5.9e-07	0.0009599999999999999	19.8	0.0	81	138	64	121	13	121	0.85
Acetyltransf_18	PF18014.1	124	BILPPHBL_00003	-	147	0.0089	15.9	0.0	1	1	6.5000000000000004e-06	0.011000000000000001	15.6	0.0	57	107	75	128	33	135	0.87
Acetyltransf_6	PF13480.7	142	BILPPHBL_00003	-	147	0.024	14.8	0.3	1	2	1.2	1900.0	-1.1	0.0	125	140	16	31	13	34	0.78
Acetyltransf_6	PF13480.7	142	BILPPHBL_00003	-	147	0.024	14.8	0.3	2	2	4.5e-05	0.073	13.2	0.1	72	131	41	100	31	108	0.9
FUR	PF01475.19	120	BILPPHBL_00004	-	136	3.2e-40	137.0	0.1	1	1	1.4e-43	3.5999999999999997e-40	136.9	0.1	1	120	10	129	10	129	0.99
RepL	PF05732.11	165	BILPPHBL_00004	-	136	0.001	18.5	0.0	1	2	5.9999999999999995e-05	0.15	11.4	0.0	77	109	39	71	7	74	0.78
RepL	PF05732.11	165	BILPPHBL_00004	-	136	0.001	18.5	0.0	2	2	0.0043	11.0	5.4	0.0	13	34	88	109	77	130	0.79
HTH_29	PF13551.6	63	BILPPHBL_00004	-	136	0.027999999999999997	14.4	0.0	1	1	2.1e-05	0.054000000000000006	13.5	0.0	23	41	48	66	36	85	0.75
HTH_28	PF13518.6	52	BILPPHBL_00004	-	136	0.034	14.3	0.2	1	2	0.0001	0.26	11.4	0.0	15	41	40	66	19	71	0.9
HTH_28	PF13518.6	52	BILPPHBL_00004	-	136	0.034	14.3	0.2	2	2	0.41	1000.0	-0.1	0.0	34	42	77	85	76	92	0.85
HTH_23	PF13384.6	50	BILPPHBL_00004	-	136	0.04	13.7	0.2	1	2	6.3e-05	0.16	11.8	0.0	28	46	48	66	34	69	0.88
HTH_23	PF13384.6	50	BILPPHBL_00004	-	136	0.04	13.7	0.2	2	2	2.6	6800.0	-2.9	0.0	38	46	76	84	76	86	0.73
HTH_20	PF12840.7	61	BILPPHBL_00004	-	136	0.048	13.7	0.1	1	1	3.2e-05	0.08199999999999999	13.0	0.1	28	60	36	73	19	74	0.8
MarR_2	PF12802.7	62	BILPPHBL_00004	-	136	0.075	12.9	0.1	1	1	5.3e-05	0.14	12.1	0.1	32	61	48	76	18	77	0.85
Glyco_hydro_28	PF00295.17	325	BILPPHBL_00005	-	466	1.8e-21	76.5	0.0	1	1	6.600000000000001e-25	2.8999999999999996e-21	75.9	0.0	88	261	206	398	197	460	0.82
Pectate_lyase_3	PF12708.7	215	BILPPHBL_00005	-	466	1.2e-07	31.8	0.3	1	2	5.1e-07	0.0023	17.8	0.0	4	58	57	109	54	110	0.81
Pectate_lyase_3	PF12708.7	215	BILPPHBL_00005	-	466	1.2e-07	31.8	0.3	2	2	3.9e-05	0.17	11.7	0.1	122	210	238	335	197	348	0.71
Beta_helix	PF13229.6	158	BILPPHBL_00005	-	466	3.9e-05	23.5	0.7	1	1	1.8e-08	7.900000000000001e-05	22.5	0.7	11	90	244	340	211	386	0.53
Phage_fiber_2	PF03406.13	42	BILPPHBL_00005	-	466	0.07200000000000001	12.6	2.8	1	1	3.2e-05	0.14	11.7	2.8	19	38	65	84	62	86	0.94
Radical_SAM	PF04055.21	167	BILPPHBL_00006	-	455	1.3e-32	113.4	0.0	1	1	4.9e-36	2.2e-32	112.8	0.0	2	167	164	337	163	337	0.92
UPF0004	PF00919.20	98	BILPPHBL_00006	-	455	1.2e-30	105.4	0.2	1	1	5e-34	2.2000000000000002e-30	104.6	0.2	1	98	11	115	11	115	0.95
TRAM	PF01938.20	62	BILPPHBL_00006	-	455	5.8e-07	29.4	0.0	1	1	3.1e-10	1.4e-06	28.2	0.0	2	61	391	450	390	450	0.9
TRAM_2	PF18693.1	64	BILPPHBL_00006	-	455	0.00085	19.4	0.1	1	1	2.7000000000000004e-06	0.012	15.8	0.1	1	63	393	450	393	450	0.88
PhoH	PF02562.16	205	BILPPHBL_00007	-	319	3.6e-86	287.8	0.0	1	1	2.5999999999999995e-89	4.5999999999999985e-86	287.5	0.0	2	205	111	314	110	314	0.99
AAA_30	PF13604.6	192	BILPPHBL_00007	-	319	7.9e-10	38.8	0.0	1	1	9.2e-13	1.6e-09	37.7	0.0	4	128	116	267	114	302	0.79
AAA_19	PF13245.6	146	BILPPHBL_00007	-	319	3.7000000000000006e-06	27.4	0.2	1	1	1.2e-08	2.1e-05	24.9	0.2	10	141	128	267	118	269	0.72
UvrD-helicase	PF00580.21	315	BILPPHBL_00007	-	319	0.00011999999999999999	21.7	0.5	1	2	0.028999999999999998	52.0	3.2	0.1	22	46	137	159	133	164	0.8
UvrD-helicase	PF00580.21	315	BILPPHBL_00007	-	319	0.00011999999999999999	21.7	0.5	2	2	2.5e-06	0.0045	16.5	0.0	259	294	231	266	225	267	0.9
DEAD	PF00270.29	176	BILPPHBL_00007	-	319	0.017	14.9	0.0	1	3	1.7	3000.0	-2.2	0.0	89	111	25	47	6	73	0.64
DEAD	PF00270.29	176	BILPPHBL_00007	-	319	0.017	14.9	0.0	2	3	0.00065	1.2	8.9	0.0	1	35	115	149	115	170	0.83
DEAD	PF00270.29	176	BILPPHBL_00007	-	319	0.017	14.9	0.0	3	3	0.040999999999999995	73.0	3.1	0.0	123	144	230	251	215	267	0.81
AAA_22	PF13401.6	137	BILPPHBL_00007	-	319	0.04	14.2	0.2	1	1	0.00015	0.27	11.5	0.2	12	116	135	252	131	268	0.65
SNF2_N	PF00176.23	350	BILPPHBL_00007	-	319	0.04	12.6	0.0	1	1	3.2e-05	0.057	12.1	0.0	177	218	228	267	208	288	0.8
